sequence_id,dataset,risk_level
S010C002P021R001A043,NTU,high_risk
S010C002P021R002A008,NTU,low_risk
S010C002P021R002A009,NTU,low_risk
S010C002P021R002A042,NTU,moderate_risk
S010C002P021R002A043,NTU,high_risk
S010C002P025R001A008,NTU,low_risk
S010C002P025R001A009,NTU,low_risk
S010C002P025R001A042,NTU,moderate_risk
S010C002P025R001A043,NTU,high_risk
S010C002P025R002A008,NTU,low_risk
S010C002P025R002A009,NTU,low_risk
S010C002P025R002A042,NTU,moderate_risk
S010C002P025R002A043,NTU,high_risk
S010C003P008R001A008,NTU,low_risk
S010C003P008R001A009,NTU,low_risk
S010C003P008R001A042,NTU,moderate_risk
S010C003P008R001A043,NTU,high_risk
S010C003P008R002A008,NTU,low_risk
S010C003P008R002A009,NTU,low_risk
S010C003P008R002A042,NTU,moderate_risk
S010C003P008R002A043,NTU,high_risk
S010C003P016R001A008,NTU,low_risk
S010C003P016R001A009,NTU,low_risk
S010C003P016R001A042,NTU,moderate_risk
S010C003P016R001A043,NTU,high_risk
S010C003P016R002A008,NTU,low_risk
S010C003P016R002A009,NTU,low_risk
S010C003P016R002A042,NTU,moderate_risk
S010C003P016R002A043,NTU,high_risk
S010C003P018R001A008,NTU,low_risk
S010C003P018R001A009,NTU,low_risk
S010C003P018R001A042,NTU,moderate_risk
S010C003P018R001A043,NTU,high_risk
S010C003P018R002A008,NTU,low_risk
S010C003P018R002A009,NTU,low_risk
S010C003P018R002A042,NTU,moderate_risk
S010C003P018R002A043,NTU,high_risk
S010C003P019R001A008,NTU,low_risk
S010C003P019R001A009,NTU,low_risk
S010C003P019R001A042,NTU,moderate_risk
S010C003P019R001A043,NTU,high_risk
S010C003P019R002A008,NTU,low_risk
S010C003P019R002A009,NTU,low_risk
S010C003P019R002A042,NTU,moderate_risk
S010C003P019R002A043,NTU,high_risk
S010C003P021R001A008,NTU,low_risk
S010C003P021R001A009,NTU,low_risk
S010C003P021R001A042,NTU,moderate_risk
S010C003P021R001A043,NTU,high_risk
S010C003P021R002A008,NTU,low_risk
S010C003P021R002A009,NTU,low_risk
S010C003P021R002A042,NTU,moderate_risk
S010C003P021R002A043,NTU,high_risk
S010C003P025R001A008,NTU,low_risk
S010C003P025R001A009,NTU,low_risk
S010C003P025R001A042,NTU,moderate_risk
S010C003P025R001A043,NTU,high_risk
S010C003P025R002A008,NTU,low_risk
S010C003P025R002A009,NTU,low_risk
S010C003P025R002A042,NTU,moderate_risk
S010C003P025R002A043,NTU,high_risk
S011C001P001R001A008,NTU,low_risk
S011C001P001R001A009,NTU,low_risk
S011C001P001R001A042,NTU,moderate_risk
S011C001P001R001A043,NTU,high_risk
S011C001P001R002A008,NTU,low_risk
S011C001P001R002A009,NTU,low_risk
S011C001P001R002A042,NTU,moderate_risk
S011C001P001R002A043,NTU,high_risk
S011C001P002R001A008,NTU,low_risk
S011C001P002R001A009,NTU,low_risk
S011C001P002R001A042,NTU,moderate_risk
S011C001P002R001A043,NTU,high_risk
S011C001P002R002A008,NTU,low_risk
S011C001P002R002A009,NTU,low_risk
S011C001P002R002A042,NTU,moderate_risk
S011C001P002R002A043,NTU,high_risk
S011C001P008R001A008,NTU,low_risk
S011C001P008R001A009,NTU,low_risk
S011C001P008R001A042,NTU,moderate_risk
S011C001P008R001A043,NTU,high_risk
S011C001P008R002A008,NTU,low_risk
S011C001P008R002A009,NTU,low_risk
S011C001P008R002A042,NTU,moderate_risk
S011C001P008R002A043,NTU,high_risk
S011C001P016R001A008,NTU,low_risk
S011C001P016R001A009,NTU,low_risk
S011C001P016R001A042,NTU,moderate_risk
S011C001P016R001A043,NTU,high_risk
S011C001P016R002A008,NTU,low_risk
S011C001P016R002A009,NTU,low_risk
S011C001P016R002A042,NTU,moderate_risk
S011C001P016R002A043,NTU,high_risk
S011C001P018R001A008,NTU,low_risk
S011C001P018R001A009,NTU,low_risk
S011C001P018R001A042,NTU,moderate_risk
S011C001P018R001A043,NTU,high_risk
S011C001P018R002A008,NTU,low_risk
S011C001P018R002A009,NTU,low_risk
S011C001P018R002A042,NTU,moderate_risk
S011C001P018R002A043,NTU,high_risk
S011C001P019R001A008,NTU,low_risk
S011C001P019R001A009,NTU,low_risk
S011C001P019R001A042,NTU,moderate_risk
S011C001P019R001A043,NTU,high_risk
S011C001P019R002A008,NTU,low_risk
S011C001P019R002A009,NTU,low_risk
S011C001P019R002A042,NTU,moderate_risk
S011C001P019R002A043,NTU,high_risk
S011C001P025R001A008,NTU,low_risk
S011C001P025R001A009,NTU,low_risk
S011C001P025R001A042,NTU,moderate_risk
S011C001P025R001A043,NTU,high_risk
S011C001P025R002A008,NTU,low_risk
S011C001P025R002A009,NTU,low_risk
S011C001P025R002A042,NTU,moderate_risk
S011C001P025R002A043,NTU,high_risk
S011C001P027R001A008,NTU,low_risk
S011C001P027R001A009,NTU,low_risk
S011C001P027R001A042,NTU,moderate_risk
S011C001P027R001A043,NTU,high_risk
S011C001P027R002A008,NTU,low_risk
S011C001P027R002A009,NTU,low_risk
S011C001P027R002A042,NTU,moderate_risk
S011C001P027R002A043,NTU,high_risk
S011C001P028R001A008,NTU,low_risk
S011C001P028R001A009,NTU,low_risk
S011C001P028R001A042,NTU,moderate_risk
S011C001P028R001A043,NTU,high_risk
S011C001P028R002A008,NTU,low_risk
S011C001P028R002A009,NTU,low_risk
S011C001P028R002A042,NTU,moderate_risk
S011C001P028R002A043,NTU,high_risk
S011C001P038R001A008,NTU,low_risk
S011C001P038R001A009,NTU,low_risk
S011C001P038R001A042,NTU,moderate_risk
S011C001P038R001A043,NTU,high_risk
S011C001P038R002A008,NTU,low_risk
S011C001P038R002A009,NTU,low_risk
S011C001P038R002A042,NTU,moderate_risk
S011C001P038R002A043,NTU,high_risk
S011C002P001R001A008,NTU,low_risk
S011C002P001R001A009,NTU,low_risk
S011C002P001R001A042,NTU,moderate_risk
S011C002P001R001A043,NTU,high_risk
S011C002P001R002A008,NTU,low_risk
S011C002P001R002A009,NTU,low_risk
S011C002P001R002A042,NTU,moderate_risk
S011C002P001R002A043,NTU,high_risk
S011C002P002R001A008,NTU,low_risk
S011C002P002R001A009,NTU,low_risk
S011C002P002R001A042,NTU,moderate_risk
S011C002P002R001A043,NTU,high_risk
S011C002P002R002A008,NTU,low_risk
S011C002P002R002A009,NTU,low_risk
S011C002P002R002A042,NTU,moderate_risk
S011C002P002R002A043,NTU,high_risk
S011C002P008R001A008,NTU,low_risk
S011C002P008R001A009,NTU,low_risk
S011C002P008R001A042,NTU,moderate_risk
S011C002P008R001A043,NTU,high_risk
S011C002P008R002A008,NTU,low_risk
S011C002P008R002A009,NTU,low_risk
S011C002P008R002A042,NTU,moderate_risk
S011C002P008R002A043,NTU,high_risk
S011C002P016R001A008,NTU,low_risk
S011C002P016R001A009,NTU,low_risk
S011C002P016R001A042,NTU,moderate_risk
S011C002P016R001A043,NTU,high_risk
S011C002P016R002A008,NTU,low_risk
S011C002P016R002A009,NTU,low_risk
S011C002P016R002A042,NTU,moderate_risk
S011C002P016R002A043,NTU,high_risk
S011C002P018R001A008,NTU,low_risk
S011C002P018R001A009,NTU,low_risk
S011C002P018R001A042,NTU,moderate_risk
S011C002P018R001A043,NTU,high_risk
S011C002P018R002A008,NTU,low_risk
S011C002P018R002A009,NTU,low_risk
S011C002P018R002A042,NTU,moderate_risk
S011C002P018R002A043,NTU,high_risk
S011C002P019R001A008,NTU,low_risk
S011C002P019R001A009,NTU,low_risk
S011C002P019R001A042,NTU,moderate_risk
S011C002P019R001A043,NTU,high_risk
S011C002P019R002A008,NTU,low_risk
S011C002P019R002A009,NTU,low_risk
S011C002P019R002A042,NTU,moderate_risk
S011C002P019R002A043,NTU,high_risk
S011C002P025R001A008,NTU,low_risk
S011C002P025R001A009,NTU,low_risk
S011C002P025R001A042,NTU,moderate_risk
S011C002P025R001A043,NTU,high_risk
S011C002P025R002A008,NTU,low_risk
S011C002P025R002A009,NTU,low_risk
S011C002P025R002A042,NTU,moderate_risk
S011C002P025R002A043,NTU,high_risk
S011C002P027R001A008,NTU,low_risk
S011C002P027R001A009,NTU,low_risk
S011C002P027R001A042,NTU,moderate_risk
S011C002P027R001A043,NTU,high_risk
S011C002P027R002A008,NTU,low_risk
S011C002P027R002A009,NTU,low_risk
S011C002P027R002A042,NTU,moderate_risk
S011C002P027R002A043,NTU,high_risk
S011C002P028R001A008,NTU,low_risk
S011C002P028R001A009,NTU,low_risk
S011C002P028R001A042,NTU,moderate_risk
S011C002P028R001A043,NTU,high_risk
S011C002P028R002A008,NTU,low_risk
S011C002P028R002A009,NTU,low_risk
S011C002P028R002A042,NTU,moderate_risk
S011C002P028R002A043,NTU,high_risk
S011C002P038R001A008,NTU,low_risk
S011C002P038R001A009,NTU,low_risk
S011C002P038R001A042,NTU,moderate_risk
S011C002P038R001A043,NTU,high_risk
S011C002P038R002A008,NTU,low_risk
S011C002P038R002A009,NTU,low_risk
S011C002P038R002A042,NTU,moderate_risk
S011C002P038R002A043,NTU,high_risk
S011C003P001R001A008,NTU,low_risk
S011C003P001R001A009,NTU,low_risk
S011C003P001R001A042,NTU,moderate_risk
S011C003P001R001A043,NTU,high_risk
S011C003P001R002A008,NTU,low_risk
S011C003P001R002A009,NTU,low_risk
S011C003P001R002A042,NTU,moderate_risk
S011C003P001R002A043,NTU,high_risk
S011C003P002R001A008,NTU,low_risk
S011C003P002R001A009,NTU,low_risk
S011C003P002R001A042,NTU,moderate_risk
S011C003P002R001A043,NTU,high_risk
S011C003P002R002A008,NTU,low_risk
S011C003P002R002A009,NTU,low_risk
S011C003P002R002A042,NTU,moderate_risk
S011C003P002R002A043,NTU,high_risk
S011C003P008R001A008,NTU,low_risk
S011C003P008R001A009,NTU,low_risk
S011C003P008R001A042,NTU,moderate_risk
S011C003P008R001A043,NTU,high_risk
S011C003P008R002A008,NTU,low_risk
S011C003P008R002A009,NTU,low_risk
S011C003P008R002A042,NTU,moderate_risk
S011C003P008R002A043,NTU,high_risk
S011C003P016R001A008,NTU,low_risk
S011C003P016R001A009,NTU,low_risk
S011C003P016R001A042,NTU,moderate_risk
S011C003P016R001A043,NTU,high_risk
S011C003P016R002A008,NTU,low_risk
S011C003P016R002A009,NTU,low_risk
S011C003P016R002A042,NTU,moderate_risk
S011C003P016R002A043,NTU,high_risk
S011C003P018R001A008,NTU,low_risk
S011C003P018R001A009,NTU,low_risk
S011C003P018R001A042,NTU,moderate_risk
S011C003P018R001A043,NTU,high_risk
S011C003P018R002A008,NTU,low_risk
S011C003P018R002A009,NTU,low_risk
S011C003P018R002A042,NTU,moderate_risk
S011C003P018R002A043,NTU,high_risk
S011C003P019R001A008,NTU,low_risk
S011C003P019R001A009,NTU,low_risk
S011C003P019R001A042,NTU,moderate_risk
S011C003P019R001A043,NTU,high_risk
S011C003P019R002A008,NTU,low_risk
S011C003P019R002A009,NTU,low_risk
S011C003P019R002A042,NTU,moderate_risk
S011C003P019R002A043,NTU,high_risk
S011C003P025R001A008,NTU,low_risk
S011C003P025R001A009,NTU,low_risk
S011C003P025R001A042,NTU,moderate_risk
S011C003P025R001A043,NTU,high_risk
S011C003P025R002A008,NTU,low_risk
S011C003P025R002A009,NTU,low_risk
S011C003P025R002A042,NTU,moderate_risk
S011C003P025R002A043,NTU,high_risk
S011C003P027R001A008,NTU,low_risk
S011C003P027R001A009,NTU,low_risk
S011C003P027R001A042,NTU,moderate_risk
S011C003P027R001A043,NTU,high_risk
S011C003P027R002A008,NTU,low_risk
S011C003P027R002A009,NTU,low_risk
S011C003P027R002A042,NTU,moderate_risk
S011C003P027R002A043,NTU,high_risk
S011C003P028R001A008,NTU,low_risk
S011C003P028R001A009,NTU,low_risk
S011C003P028R001A042,NTU,moderate_risk
S011C003P028R001A043,NTU,high_risk
S011C003P028R002A008,NTU,low_risk
S011C003P028R002A009,NTU,low_risk
S011C003P028R002A042,NTU,moderate_risk
S011C003P028R002A043,NTU,high_risk
S011C003P038R001A008,NTU,low_risk
S011C003P038R001A009,NTU,low_risk
S011C003P038R001A042,NTU,moderate_risk
S011C003P038R001A043,NTU,high_risk
S011C003P038R002A008,NTU,low_risk
S011C003P038R002A009,NTU,low_risk
S011C003P038R002A042,NTU,moderate_risk
S011C003P038R002A043,NTU,high_risk
S012C001P008R001A008,NTU,low_risk
S012C001P008R001A009,NTU,low_risk
S012C001P008R001A042,NTU,moderate_risk
S012C001P008R001A043,NTU,high_risk
S012C001P008R002A008,NTU,low_risk
S012C001P008R002A009,NTU,low_risk
S012C001P008R002A042,NTU,moderate_risk
S012C001P008R002A043,NTU,high_risk
S012C001P016R001A008,NTU,low_risk
S012C001P016R001A009,NTU,low_risk
S012C001P016R001A042,NTU,moderate_risk
S012C001P016R001A043,NTU,high_risk
S012C001P016R002A008,NTU,low_risk
S012C001P016R002A009,NTU,low_risk
S012C001P016R002A042,NTU,moderate_risk
S012C001P016R002A043,NTU,high_risk
S012C001P018R001A008,NTU,low_risk
S012C001P018R001A009,NTU,low_risk
S012C001P018R001A042,NTU,moderate_risk
S012C001P018R001A043,NTU,high_risk
S012C001P018R002A008,NTU,low_risk
S012C001P018R002A009,NTU,low_risk
S012C001P018R002A042,NTU,moderate_risk
S012C001P018R002A043,NTU,high_risk
S012C001P019R001A008,NTU,low_risk
S012C001P019R001A009,NTU,low_risk
S012C001P019R001A042,NTU,moderate_risk
S012C001P019R001A043,NTU,high_risk
S012C001P019R002A008,NTU,low_risk
S012C001P019R002A009,NTU,low_risk
S012C001P019R002A042,NTU,moderate_risk
S012C001P019R002A043,NTU,high_risk
S012C001P025R001A008,NTU,low_risk
S012C001P025R001A009,NTU,low_risk
S012C001P025R001A042,NTU,moderate_risk
S012C001P025R001A043,NTU,high_risk
S012C001P025R002A008,NTU,low_risk
S012C001P025R002A009,NTU,low_risk
S012C001P025R002A042,NTU,moderate_risk
S012C001P025R002A043,NTU,high_risk
S012C001P027R001A008,NTU,low_risk
S012C001P027R001A009,NTU,low_risk
S012C001P027R001A042,NTU,moderate_risk
S012C001P027R001A043,NTU,high_risk
S012C001P027R002A008,NTU,low_risk
S012C001P027R002A009,NTU,low_risk
S012C001P027R002A042,NTU,moderate_risk
S012C001P027R002A043,NTU,high_risk
S012C001P028R001A008,NTU,low_risk
S012C001P028R001A009,NTU,low_risk
S012C001P028R001A042,NTU,moderate_risk
S012C001P028R001A043,NTU,high_risk
S012C001P028R002A008,NTU,low_risk
S012C001P028R002A009,NTU,low_risk
S012C001P028R002A042,NTU,moderate_risk
S012C001P028R002A043,NTU,high_risk
S012C002P008R001A008,NTU,low_risk
S012C002P008R001A009,NTU,low_risk
S012C002P008R001A042,NTU,moderate_risk
S012C002P008R001A043,NTU,high_risk
S012C002P008R002A008,NTU,low_risk
S012C002P008R002A009,NTU,low_risk
S012C002P008R002A042,NTU,moderate_risk
S012C002P008R002A043,NTU,high_risk
S012C002P016R001A008,NTU,low_risk
S012C002P016R001A009,NTU,low_risk
S012C002P016R001A042,NTU,moderate_risk
S012C002P016R001A043,NTU,high_risk
S012C002P016R002A008,NTU,low_risk
S012C002P016R002A009,NTU,low_risk
S012C002P016R002A042,NTU,moderate_risk
S012C002P016R002A043,NTU,high_risk
S012C002P018R001A008,NTU,low_risk
S012C002P018R001A009,NTU,low_risk
S012C002P018R001A042,NTU,moderate_risk
S012C002P018R001A043,NTU,high_risk
S012C002P018R002A008,NTU,low_risk
S012C002P018R002A009,NTU,low_risk
S012C002P018R002A042,NTU,moderate_risk
S012C002P018R002A043,NTU,high_risk
S012C002P019R001A008,NTU,low_risk
S012C002P019R001A009,NTU,low_risk
S012C002P019R001A042,NTU,moderate_risk
S012C002P019R001A043,NTU,high_risk
S012C002P019R002A008,NTU,low_risk
S012C002P019R002A009,NTU,low_risk
S012C002P019R002A042,NTU,moderate_risk
S012C002P019R002A043,NTU,high_risk
S012C002P025R001A008,NTU,low_risk
S012C002P025R001A009,NTU,low_risk
S012C002P025R001A042,NTU,moderate_risk
S012C002P025R001A043,NTU,high_risk
S012C002P025R002A008,NTU,low_risk
S012C002P025R002A009,NTU,low_risk
S012C002P025R002A042,NTU,moderate_risk
S012C002P025R002A043,NTU,high_risk
S012C002P027R001A008,NTU,low_risk
S012C002P027R001A009,NTU,low_risk
S012C002P027R001A042,NTU,moderate_risk
S012C002P027R001A043,NTU,high_risk
S012C002P027R002A008,NTU,low_risk
S012C002P027R002A009,NTU,low_risk
S012C002P027R002A042,NTU,moderate_risk
S012C002P027R002A043,NTU,high_risk
S012C002P028R001A008,NTU,low_risk
S012C002P028R001A009,NTU,low_risk
S012C002P028R001A042,NTU,moderate_risk
S012C002P028R001A043,NTU,high_risk
S012C002P028R002A008,NTU,low_risk
S012C002P028R002A009,NTU,low_risk
S012C002P028R002A042,NTU,moderate_risk
S012C002P028R002A043,NTU,high_risk
S012C003P008R001A008,NTU,low_risk
S012C003P008R001A009,NTU,low_risk
S012C003P008R001A042,NTU,moderate_risk
S012C003P008R001A043,NTU,high_risk
S012C003P008R002A008,NTU,low_risk
S012C003P008R002A009,NTU,low_risk
S012C003P008R002A042,NTU,moderate_risk
S012C003P008R002A043,NTU,high_risk
S012C003P016R001A008,NTU,low_risk
S012C003P016R001A009,NTU,low_risk
S012C003P016R001A042,NTU,moderate_risk
S012C003P016R001A043,NTU,high_risk
S012C003P016R002A008,NTU,low_risk
S012C003P016R002A009,NTU,low_risk
S012C003P016R002A042,NTU,moderate_risk
S012C003P016R002A043,NTU,high_risk
S012C003P018R001A008,NTU,low_risk
S012C003P018R001A009,NTU,low_risk
S012C003P018R001A042,NTU,moderate_risk
S012C003P018R001A043,NTU,high_risk
S012C003P018R002A008,NTU,low_risk
S012C003P018R002A009,NTU,low_risk
S012C003P018R002A042,NTU,moderate_risk
S012C003P018R002A043,NTU,high_risk
S012C003P019R001A008,NTU,low_risk
S012C003P019R001A009,NTU,low_risk
S012C003P019R001A042,NTU,moderate_risk
S012C003P019R001A043,NTU,high_risk
S012C003P019R002A008,NTU,low_risk
S012C003P019R002A009,NTU,low_risk
S012C003P019R002A042,NTU,moderate_risk
S012C003P019R002A043,NTU,high_risk
S012C003P025R001A008,NTU,low_risk
S012C003P025R001A009,NTU,low_risk
S012C003P025R001A042,NTU,moderate_risk
S012C003P025R001A043,NTU,high_risk
S012C003P025R002A008,NTU,low_risk
S012C003P025R002A009,NTU,low_risk
S012C003P025R002A042,NTU,moderate_risk
S012C003P025R002A043,NTU,high_risk
S012C003P027R001A008,NTU,low_risk
S012C003P027R001A009,NTU,low_risk
S012C003P027R001A042,NTU,moderate_risk
S012C003P027R001A043,NTU,high_risk
S012C003P027R002A008,NTU,low_risk
S012C003P027R002A009,NTU,low_risk
S012C003P027R002A042,NTU,moderate_risk
S012C003P027R002A043,NTU,high_risk
S012C003P028R001A008,NTU,low_risk
S012C003P028R001A009,NTU,low_risk
S012C003P028R001A042,NTU,moderate_risk
S012C003P028R001A043,NTU,high_risk
S012C003P028R002A008,NTU,low_risk
S012C003P028R002A009,NTU,low_risk
S012C003P028R002A042,NTU,moderate_risk
S012C003P028R002A043,NTU,high_risk
S013C001P008R001A008,NTU,low_risk
S013C001P008R001A009,NTU,low_risk
S013C001P008R001A042,NTU,moderate_risk
S013C001P008R001A043,NTU,high_risk
S013C001P008R002A008,NTU,low_risk
S013C001P008R002A009,NTU,low_risk
S013C001P008R002A042,NTU,moderate_risk
S013C001P008R002A043,NTU,high_risk
S013C001P016R001A008,NTU,low_risk
S013C001P016R001A009,NTU,low_risk
S013C001P016R001A042,NTU,moderate_risk
S013C001P016R001A043,NTU,high_risk
S013C001P016R002A008,NTU,low_risk
S013C001P016R002A009,NTU,low_risk
S013C001P016R002A042,NTU,moderate_risk
S013C001P016R002A043,NTU,high_risk
S013C001P018R001A008,NTU,low_risk
S013C001P018R001A009,NTU,low_risk
S013C001P018R001A042,NTU,moderate_risk
S013C001P018R001A043,NTU,high_risk
S013C001P018R002A008,NTU,low_risk
S013C001P018R002A009,NTU,low_risk
S013C001P018R002A042,NTU,moderate_risk
S013C001P018R002A043,NTU,high_risk
S013C001P019R001A008,NTU,low_risk
S013C001P019R001A009,NTU,low_risk
S013C001P019R001A042,NTU,moderate_risk
S013C001P019R001A043,NTU,high_risk
S013C001P019R002A008,NTU,low_risk
S013C001P019R002A009,NTU,low_risk
S013C001P019R002A042,NTU,moderate_risk
S013C001P019R002A043,NTU,high_risk
S013C001P025R001A008,NTU,low_risk
S013C001P025R001A009,NTU,low_risk
S013C001P025R001A042,NTU,moderate_risk
S013C001P025R001A043,NTU,high_risk
S013C001P025R002A008,NTU,low_risk
S013C001P025R002A009,NTU,low_risk
S013C001P025R002A042,NTU,moderate_risk
S013C001P025R002A043,NTU,high_risk
S013C001P027R001A008,NTU,low_risk
S013C001P027R001A009,NTU,low_risk
S013C001P027R001A042,NTU,moderate_risk
S013C001P027R001A043,NTU,high_risk
S013C001P027R002A008,NTU,low_risk
S013C001P027R002A009,NTU,low_risk
S013C001P027R002A042,NTU,moderate_risk
S013C001P027R002A043,NTU,high_risk
S013C001P028R001A008,NTU,low_risk
S013C001P028R001A009,NTU,low_risk
S013C001P028R001A042,NTU,moderate_risk
S013C001P028R001A043,NTU,high_risk
S013C001P028R002A008,NTU,low_risk
S013C001P028R002A009,NTU,low_risk
S013C001P028R002A042,NTU,moderate_risk
S013C001P028R002A043,NTU,high_risk
S013C002P008R001A008,NTU,low_risk
S013C002P008R001A009,NTU,low_risk
S013C002P008R001A042,NTU,moderate_risk
S013C002P008R001A043,NTU,high_risk
S013C002P008R002A008,NTU,low_risk
S013C002P008R002A009,NTU,low_risk
S013C002P008R002A042,NTU,moderate_risk
S013C002P008R002A043,NTU,high_risk
S013C002P016R001A008,NTU,low_risk
S013C002P016R001A009,NTU,low_risk
S013C002P016R001A042,NTU,moderate_risk
S013C002P016R001A043,NTU,high_risk
S013C002P016R002A008,NTU,low_risk
S013C002P016R002A009,NTU,low_risk
S013C002P016R002A042,NTU,moderate_risk
S013C002P016R002A043,NTU,high_risk
S013C002P018R001A008,NTU,low_risk
S013C002P018R001A009,NTU,low_risk
S013C002P018R001A042,NTU,moderate_risk
S013C002P018R001A043,NTU,high_risk
S013C002P018R002A008,NTU,low_risk
S013C002P018R002A009,NTU,low_risk
S013C002P018R002A042,NTU,moderate_risk
S013C002P018R002A043,NTU,high_risk
S013C002P019R001A008,NTU,low_risk
S013C002P019R001A009,NTU,low_risk
S013C002P019R001A042,NTU,moderate_risk
S013C002P019R001A043,NTU,high_risk
S013C002P019R002A008,NTU,low_risk
S013C002P019R002A009,NTU,low_risk
S013C002P019R002A042,NTU,moderate_risk
S013C002P019R002A043,NTU,high_risk
S013C002P025R001A008,NTU,low_risk
S013C002P025R001A009,NTU,low_risk
S013C002P025R001A042,NTU,moderate_risk
S013C002P025R001A043,NTU,high_risk
S013C002P025R002A008,NTU,low_risk
S013C002P025R002A009,NTU,low_risk
S013C002P025R002A042,NTU,moderate_risk
S013C002P025R002A043,NTU,high_risk
S013C002P027R001A008,NTU,low_risk
S013C002P027R001A009,NTU,low_risk
S013C002P027R001A042,NTU,moderate_risk
S013C002P027R001A043,NTU,high_risk
S013C002P027R002A008,NTU,low_risk
S013C002P027R002A009,NTU,low_risk
S013C002P027R002A042,NTU,moderate_risk
S013C002P027R002A043,NTU,high_risk
S013C002P028R001A008,NTU,low_risk
S013C002P028R001A009,NTU,low_risk
S013C002P028R001A042,NTU,moderate_risk
S013C002P028R001A043,NTU,high_risk
S013C002P028R002A008,NTU,low_risk
S013C002P028R002A009,NTU,low_risk
S013C002P028R002A042,NTU,moderate_risk
S013C002P028R002A043,NTU,high_risk
S013C003P008R001A008,NTU,low_risk
S013C003P008R001A009,NTU,low_risk
S013C003P008R001A042,NTU,moderate_risk
S013C003P008R001A043,NTU,high_risk
S013C003P008R002A008,NTU,low_risk
S013C003P008R002A009,NTU,low_risk
S013C003P008R002A042,NTU,moderate_risk
S013C003P008R002A043,NTU,high_risk
S013C003P016R001A008,NTU,low_risk
S013C003P016R001A009,NTU,low_risk
S013C003P016R001A042,NTU,moderate_risk
S013C003P016R001A043,NTU,high_risk
S013C003P016R002A008,NTU,low_risk
S013C003P016R002A009,NTU,low_risk
S013C003P016R002A042,NTU,moderate_risk
S013C003P016R002A043,NTU,high_risk
S013C003P018R001A008,NTU,low_risk
S013C003P018R001A009,NTU,low_risk
S013C003P018R001A042,NTU,moderate_risk
S013C003P018R001A043,NTU,high_risk
S013C003P018R002A008,NTU,low_risk
S013C003P018R002A009,NTU,low_risk
S013C003P018R002A042,NTU,moderate_risk
S013C003P018R002A043,NTU,high_risk
S013C003P019R001A008,NTU,low_risk
S013C003P019R001A009,NTU,low_risk
S013C003P019R001A042,NTU,moderate_risk
S013C003P019R001A043,NTU,high_risk
S013C003P019R002A008,NTU,low_risk
S013C003P019R002A009,NTU,low_risk
S013C003P019R002A042,NTU,moderate_risk
S013C003P019R002A043,NTU,high_risk
S013C003P025R001A008,NTU,low_risk
S013C003P025R001A009,NTU,low_risk
S013C003P025R001A042,NTU,moderate_risk
S013C003P025R001A043,NTU,high_risk
S013C003P025R002A008,NTU,low_risk
S013C003P025R002A009,NTU,low_risk
S013C003P025R002A042,NTU,moderate_risk
S013C003P025R002A043,NTU,high_risk
S013C003P027R001A008,NTU,low_risk
S013C003P027R001A009,NTU,low_risk
S013C003P027R001A042,NTU,moderate_risk
S013C003P027R001A043,NTU,high_risk
S013C003P027R002A008,NTU,low_risk
S013C003P027R002A009,NTU,low_risk
S013C003P027R002A042,NTU,moderate_risk
S013C003P027R002A043,NTU,high_risk
S013C003P028R001A008,NTU,low_risk
S013C003P028R001A009,NTU,low_risk
S013C003P028R001A042,NTU,moderate_risk
S013C003P028R001A043,NTU,high_risk
S013C003P028R002A008,NTU,low_risk
S013C003P028R002A009,NTU,low_risk
S013C003P028R002A042,NTU,moderate_risk
S013C003P028R002A043,NTU,high_risk
S014C001P008R001A008,NTU,low_risk
S014C001P008R001A009,NTU,low_risk
S014C001P008R001A042,NTU,moderate_risk
S014C001P008R001A043,NTU,high_risk
S014C001P008R002A008,NTU,low_risk
S014C001P008R002A009,NTU,low_risk
S014C001P008R002A042,NTU,moderate_risk
S014C001P008R002A043,NTU,high_risk
S014C001P019R001A008,NTU,low_risk
S014C001P019R001A009,NTU,low_risk
S014C001P019R001A042,NTU,moderate_risk
S014C001P019R001A043,NTU,high_risk
S014C001P019R002A008,NTU,low_risk
S014C001P019R002A009,NTU,low_risk
S014C001P019R002A042,NTU,moderate_risk
S014C001P019R002A043,NTU,high_risk
S014C001P025R001A008,NTU,low_risk
S014C001P025R001A009,NTU,low_risk
S014C001P025R001A042,NTU,moderate_risk
S014C001P025R001A043,NTU,high_risk
S014C001P025R002A008,NTU,low_risk
S014C001P025R002A009,NTU,low_risk
S014C001P025R002A042,NTU,moderate_risk
S014C001P025R002A043,NTU,high_risk
S014C001P027R001A008,NTU,low_risk
S014C001P027R001A009,NTU,low_risk
S014C001P027R001A042,NTU,moderate_risk
S014C001P027R001A043,NTU,high_risk
S014C001P027R002A008,NTU,low_risk
S014C001P027R002A009,NTU,low_risk
S014C001P027R002A042,NTU,moderate_risk
S014C001P027R002A043,NTU,high_risk
S014C001P039R001A008,NTU,low_risk
S014C001P039R001A009,NTU,low_risk
S014C001P039R001A042,NTU,moderate_risk
S014C001P039R001A043,NTU,high_risk
S014C001P039R002A008,NTU,low_risk
S014C001P039R002A009,NTU,low_risk
S014C001P039R002A042,NTU,moderate_risk
S014C001P039R002A043,NTU,high_risk
S014C002P008R001A008,NTU,low_risk
S014C002P008R001A009,NTU,low_risk
S014C002P008R001A042,NTU,moderate_risk
S014C002P008R001A043,NTU,high_risk
S014C002P008R002A008,NTU,low_risk
