sequence_id,dataset,label,risk_level,pose_array_path,center_speed_mean,center_speed_max,center_speed_std,center_acceleration_mean,center_acceleration_max,center_acceleration_std,vertical_range,vertical_drop,sudden_vertical_change,torso_angle_mean,torso_angle_max,torso_angle_std,body_height_change,body_height_range,mean_joint_speed,max_joint_speed,std_joint_speed,instability_score
S013C002P025R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C002P025R002A008.npy,0.039737012,0.24208684,0.04436419,0.045175713,0.24799903,0.047744125,1.0243198,0.69349027,0.18852861,4.5433455,31.813353,5.8938236,-1.9974694,3.0844877,0.08281506,1.4529434,0.12374119,0.16810538
S013C002P025R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C002P025R002A009.npy,0.04021806,0.26159182,0.039364163,0.043067023,0.28610793,0.046209354,0.9449797,-0.8664658,0.17413604,4.7788715,22.799362,5.35113,2.577578,3.4241662,0.07845845,0.97038615,0.10978405,0.14914821
S013C002P025R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C002P025R002A042.npy,0.038833886,0.24912997,0.044971533,0.0482116,0.32833603,0.06398742,0.53907067,0.15563023,0.18104392,8.800754,26.14162,6.9731593,-1.3540039,2.1796587,0.08558957,1.137498,0.112882555,0.15785408
S013C002P025R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C002P025R002A043.npy,0.030729828,0.146708,0.03526071,0.027023014,0.20469348,0.035866812,0.5535021,0.47010052,0.080759406,13.950009,35.035587,12.585355,-1.8785806,1.971111,0.06393893,1.0646098,0.11127138,0.14653209
S013C002P027R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C002P027R001A008.npy,0.020998381,0.07117617,0.015131994,0.018585222,0.07381778,0.014772219,0.61517656,0.6128341,0.048414797,20.317986,52.825382,18.210304,-2.132003,2.464697,0.04690174,1.0066546,0.07108969,0.08622169
S013C002P027R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C002P027R001A009.npy,0.023955155,0.11148098,0.022037687,0.020414153,0.11787008,0.022635322,0.5461855,-0.45208776,0.06306085,14.017621,40.451183,14.0637,2.2502842,2.433913,0.04526475,0.6188746,0.06022806,0.08226575
S013C002P027R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C002P027R001A042.npy,0.0280577,0.104135856,0.021266088,0.030162448,0.15138176,0.027172634,0.22729671,-0.030019522,0.0739882,17.80813,37.68246,10.915243,-0.39589214,1.3562059,0.056965705,0.9358281,0.09115999,0.11242608
S013C002P027R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C002P027R001A043.npy,0.032938976,0.15770501,0.029593693,0.026375117,0.13266392,0.026640581,0.8120652,0.74909365,0.06514144,34.178856,71.33981,20.477861,-3.4689333,3.6374457,0.0810149,1.6136692,0.12355871,0.1531524
S013C002P027R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C002P027R002A008.npy,0.034745123,0.27308497,0.05206692,0.030193947,0.24923816,0.050116383,0.7055986,0.461421,0.10640153,8.35603,75.52622,18.804262,-1.6911192,3.2188578,0.059867077,0.8022714,0.103167415,0.15523434
S013C002P027R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C002P027R002A009.npy,0.017689507,0.070101984,0.01696131,0.011646484,0.071861126,0.015156074,0.59215575,-0.44871974,0.069529116,2.621531,4.499662,0.85699815,1.8710651,2.3470514,0.033026252,0.41535956,0.040092174,0.057053484
S013C002P027R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C002P027R002A042.npy,0.020495614,0.11987435,0.022148995,0.020000054,0.11162256,0.024415923,0.33497167,0.29463315,0.09442818,8.83676,21.093601,5.219556,-1.5057659,1.639493,0.047706697,0.636654,0.064606436,0.08675543
S013C002P027R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C002P027R002A043.npy,0.02088129,0.09923939,0.021030331,0.015070828,0.107695706,0.020917425,0.74638814,0.6818843,0.09562093,9.240408,25.933783,9.861861,-2.8020785,2.8868196,0.041738223,0.39889178,0.04877955,0.069809884
S013C002P028R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C002P028R001A008.npy,0.017128017,0.077453725,0.017163381,0.012656711,0.081272975,0.015557212,0.37069312,0.34509674,0.059840977,8.731693,33.694427,10.167207,-1.0822191,1.3903632,0.038878456,0.5773978,0.055567652,0.07273103
S013C002P028R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C002P028R001A009.npy,0.024097016,0.114739686,0.020690603,0.01842155,0.0929315,0.02058472,0.4249126,-0.27092907,0.05431968,12.241764,31.175714,6.7954717,0.7870693,1.4526443,0.047545623,0.72791344,0.07079375,0.09148435
S013C002P028R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C002P028R001A042.npy,0.054865487,0.270094,0.042064603,0.086019285,0.30529737,0.05802502,0.2230196,-0.01226753,0.10188609,25.573467,43.357674,10.960015,-0.32786465,0.9242687,0.1217547,1.4001051,0.14971729,0.1917819
S013C002P028R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C002P028R001A043.npy,0.03603472,0.11416115,0.029232718,0.022841174,0.19232477,0.030608788,0.77053386,0.5013776,0.07951614,11.7054,47.691624,14.355557,-2.5668194,3.759495,0.06493706,1.1551994,0.109534085,0.1387668
S013C002P028R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C002P028R002A008.npy,0.01881698,0.07143392,0.015236848,0.013166707,0.06296169,0.015641678,0.29145226,0.122987926,0.041561663,2.272988,7.3133254,1.7110741,-0.9613075,1.7678204,0.036518645,0.5068363,0.046728563,0.06196541
S013C002P028R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C002P028R002A009.npy,0.0128624765,0.05473966,0.013872515,0.00749404,0.05584198,0.010415805,0.26224035,-0.18270957,0.0358603,6.3457513,11.305967,3.046574,0.94696,1.8076613,0.025989966,0.33762637,0.038503017,0.052375533
S013C002P028R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C002P028R002A042.npy,0.029778399,0.14047934,0.02720271,0.042703163,0.20596436,0.03590796,0.15845758,-0.02743423,0.08217561,4.942378,14.974509,4.8119936,-0.49944448,0.8159628,0.06400789,1.0804697,0.10573252,0.13293523
S013C002P028R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C002P028R002A043.npy,0.033210125,0.13116895,0.03359862,0.019932086,0.17285353,0.031196702,0.75536746,0.6533795,0.09395917,6.9298635,19.63875,6.404791,-3.123027,3.4527938,0.06120866,0.9185703,0.109631985,0.1432306
S013C002P037R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C002P037R001A008.npy,0.028833939,0.12742399,0.026132891,0.030094061,0.1531207,0.027263386,0.85723436,0.74826384,0.076076955,15.493064,39.16091,12.387998,-1.9891386,2.598948,0.055307038,1.0107822,0.09668174,0.122814626
S013C002P037R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C002P037R001A009.npy,0.030110147,0.21981058,0.03644652,0.031294525,0.20170702,0.036583353,0.77041316,-0.60912615,0.1286682,15.214557,40.218727,12.808289,1.99248,2.4713593,0.056428302,1.6351713,0.10598565,0.14243217
S013C002P037R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C002P037R001A042.npy,0.037912518,0.22521603,0.038211036,0.057154816,0.24241547,0.048917368,0.2949685,0.095759034,0.1550262,6.599915,18.87397,5.409344,-0.37548065,0.817698,0.08193396,1.8237168,0.1449136,0.18312463
S013C002P037R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C002P037R001A043.npy,0.027157659,0.16662802,0.027089696,0.02497988,0.12580645,0.025452826,0.7777835,0.7113476,0.12595662,17.618425,46.035233,16.87381,-4.3584304,4.4796095,0.0677231,1.4433796,0.11454651,0.14163621
S013C002P037R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C002P037R002A008.npy,0.054395657,0.34819353,0.07263453,0.057349797,0.4241086,0.08737148,1.1720257,0.6112693,0.28651068,6.5906005,38.924843,8.094802,-1.6192875,2.867437,0.10750757,1.104815,0.15428004,0.22691457
S013C002P037R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C002P037R002A009.npy,0.028785419,0.15693448,0.037199207,0.027138565,0.18435387,0.04195518,0.5105287,-0.31955585,0.12132785,4.4515595,28.870594,5.2913885,1.0349498,2.762196,0.0554903,0.58752745,0.0780792,0.11527841
S013C002P037R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C002P037R002A042.npy,0.020940665,0.08514447,0.015310755,0.030504579,0.099256,0.021275463,0.145091,0.06652522,0.05033487,3.495357,8.851582,2.6962051,-0.41468763,0.73036814,0.052111622,0.82929426,0.07255297,0.08786373
S013C002P037R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C002P037R002A043.npy,0.03247074,0.16838114,0.034235515,0.026900515,0.15516676,0.030433405,0.92031646,0.71327156,0.1512089,10.697155,39.98016,12.382552,-2.5521307,3.862214,0.059986934,0.7154866,0.08017209,0.11440761
S013C003P007R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C003P007R001A008.npy,0.018008037,0.08187817,0.015756704,0.014525301,0.061223358,0.012537817,0.32934493,0.24089712,0.02569884,2.0525925,4.803106,1.689467,-0.74336433,1.2694349,0.0298884,0.66445524,0.050396122,0.066152826
S013C003P007R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C003P007R001A009.npy,0.034362216,0.19442645,0.040345486,0.021863746,0.16489862,0.025949007,0.76725376,-0.18585962,0.18542343,2.5792665,6.1256948,2.3594086,0.8722315,1.4710245,0.05512901,1.0836333,0.08601345,0.12635894
S013C003P007R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C003P007R001A042.npy,0.040409118,0.18617593,0.03622232,0.060629908,0.30356055,0.054157343,0.22393519,0.009371281,0.17495084,6.2109675,18.376923,5.158663,-0.55475664,1.8828068,0.084362246,1.8755071,0.12987193,0.16609426
S013C003P007R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C003P007R001A043.npy,0.025078783,0.16943444,0.028229102,0.022344774,0.18387015,0.029599361,0.5558579,0.492551,0.1448695,15.22919,48.762924,16.691975,-2.7628274,2.8469954,0.050892144,1.2626086,0.091696925,0.11992603
S013C003P007R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C003P007R002A008.npy,0.036910407,0.2015467,0.03756762,0.045815807,0.17531721,0.041441567,0.6221103,0.5050826,0.13385338,18.872719,49.286015,17.058727,-1.1414785,1.7589121,0.072018184,1.2208165,0.11760467,0.15517229
S013C003P007R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C003P007R002A009.npy,0.03058696,0.17755839,0.029880404,0.035262994,0.17805795,0.03374531,0.48139697,-0.4059584,0.06652576,23.47542,66.22698,18.305613,0.8752723,2.3426476,0.063833624,1.1304014,0.10098184,0.13086224
S013C003P007R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C003P007R002A042.npy,0.03608347,0.16576105,0.03740472,0.04603186,0.20622562,0.04638966,0.23189205,0.10918969,0.07133818,13.285384,38.92462,11.509687,-0.44374323,1.2868648,0.07408117,1.0878043,0.12064398,0.1580487
S013C003P007R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C003P007R002A043.npy,0.02494129,0.20506537,0.030922772,0.023699911,0.1699017,0.02980344,0.3709037,0.1915288,0.067999125,33.519352,78.80168,31.76755,-2.1169214,2.799062,0.04832864,1.1719681,0.08223565,0.11315842
S013C003P008R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C003P008R001A008.npy,0.04327795,0.308665,0.061946165,0.05031508,0.37719882,0.075567275,0.7044083,0.12078303,0.29770243,9.502153,20.22323,5.532629,-0.55273914,2.0475717,0.07702821,1.6304976,0.13690297,0.19884914
S013C003P008R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C003P008R001A009.npy,0.015144284,0.097865544,0.014447907,0.009860407,0.08584573,0.012697934,0.29539323,-0.25211275,0.05891943,10.241879,23.657394,6.532032,1.006288,1.0589557,0.029803773,0.37735292,0.033779394,0.048227303
S013C003P008R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C003P008R001A042.npy,0.07506801,0.579667,0.09459982,0.11542126,0.8012842,0.14669378,0.71003246,0.037014842,0.4438448,31.31913,88.649796,29.980886,-0.42234898,3.6394744,0.17018867,2.4852796,0.25555885,0.35015866
S013C003P008R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C003P008R001A043.npy,0.01704412,0.09243679,0.01891897,0.012322148,0.08801824,0.018666929,0.69871426,0.55100393,0.058731526,30.671629,63.264885,24.413528,-1.9129934,2.4323058,0.037351824,1.267261,0.07706184,0.09598081
S013C003P008R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C003P008R002A008.npy,0.029112864,0.16765615,0.034064822,0.027773205,0.16070758,0.032489445,0.52452385,0.5144702,0.14560911,13.602215,29.935307,10.6045885,-1.1666832,1.2640085,0.054461997,1.2953668,0.10194345,0.13600826
S013C003P008R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C003P008R002A009.npy,0.025826164,0.108780585,0.022159217,0.024924856,0.14956781,0.023548007,0.5796399,-0.4414993,0.057638466,10.740941,27.623022,7.502284,1.4207177,1.6442866,0.05216793,0.777897,0.07757351,0.09973273
S013C003P008R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C003P008R002A042.npy,0.044224672,0.23035163,0.04490546,0.054480042,0.21192457,0.049429134,0.44325814,0.042206347,0.2114014,11.71503,31.018465,10.562878,-1.0956993,1.4999449,0.09943107,1.8346566,0.15677536,0.20168081
S013C003P008R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C003P008R002A043.npy,0.032406304,0.20281377,0.029300045,0.028700465,0.16384454,0.02594668,0.67904305,0.4936125,0.121620595,14.6600485,31.176643,8.498526,-1.9142854,2.3224878,0.059697405,1.6893297,0.09460717,0.12390721
S013C003P015R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C003P015R001A008.npy,0.012096498,0.056265045,0.013354181,0.008444409,0.039360348,0.009103853,0.4107965,0.33587822,0.044006884,1.607606,3.88804,0.894433,-1.330205,1.7886331,0.023039505,0.30766708,0.0314988,0.044852983
S013C003P015R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C003P015R001A009.npy,0.011795846,0.066556334,0.0135932425,0.006287165,0.05003031,0.010016597,0.38323545,-0.31184146,0.040934205,2.5237079,4.7230344,1.3808529,1.1759872,1.6925321,0.021963349,0.1967277,0.026972605,0.04056585
S013C003P015R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C003P015R001A042.npy,0.01688925,0.05624894,0.01247923,0.016458735,0.0727404,0.014757442,0.17257035,0.069631875,0.038859844,2.2761333,5.7727695,1.6130306,-0.24825144,0.7633133,0.038888082,0.63726515,0.05702438,0.069503605
S013C003P015R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C003P015R001A043.npy,0.017316965,0.06926645,0.016336177,0.008715549,0.05934401,0.011967673,0.4790021,0.27744263,0.051959574,4.4279704,13.912795,3.5152886,-2.1050775,2.1996324,0.036604866,0.7596696,0.050461672,0.06679785
S013C003P015R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C003P015R002A008.npy,0.019045973,0.09555442,0.019317731,0.014628127,0.14754984,0.021274982,0.58174455,0.4784296,0.035665095,13.027521,34.03912,11.198124,-1.4958642,1.8336189,0.035700116,0.69569063,0.057267856,0.07658559
S013C003P015R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C003P015R002A009.npy,0.022154517,0.0842997,0.01845678,0.014270597,0.09709337,0.019175086,0.6421796,-0.51321495,0.048011124,5.9637365,14.110406,4.257225,1.2201979,1.777242,0.042413052,0.514112,0.052990727,0.07144751
S013C003P015R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C003P015R002A042.npy,0.029524058,0.115975186,0.02452874,0.033795454,0.14202876,0.029062774,0.25477904,0.0846805,0.076545656,5.2048864,13.326409,2.955314,-0.55488634,0.92353153,0.06570691,1.145246,0.0898298,0.114358544
S013C003P015R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C003P015R002A043.npy,0.010716988,0.027049832,0.0069282725,0.005471836,0.033981215,0.0060896585,0.40379617,0.34098625,0.0212093,9.36711,24.189188,8.883439,-2.3591964,2.438832,0.02852026,0.3379737,0.037365183,0.044293456
S013C003P016R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C003P016R001A008.npy,0.015481985,0.06481543,0.013660061,0.009663831,0.05749222,0.0135119995,0.50269777,0.47608292,0.056928396,3.6147897,14.334935,3.9509323,-1.1951203,1.5143857,0.028401539,0.40193313,0.03536928,0.049029343
S013C003P016R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C003P016R001A009.npy,0.015813805,0.071020246,0.012651732,0.0105483765,0.0552281,0.011864301,0.4711741,-0.38935193,0.034683585,8.268125,21.253279,6.3910265,1.1315179,1.7181869,0.032791235,0.28002152,0.03641967,0.0490714
S013C003P016R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C003P016R001A042.npy,0.0563793,0.40269062,0.060345028,0.08516016,0.5551391,0.095318265,0.41812024,0.05127603,0.19369316,2.186206,8.708582,1.9098727,-0.23946667,2.0085943,0.11627713,3.233456,0.24848637,0.3088314
S013C003P016R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C003P016R001A043.npy,0.037540335,0.25162604,0.052531842,0.03082017,0.4343779,0.05767809,0.901778,0.5037188,0.14319052,3.441172,41.12839,6.0342016,-2.6600575,3.124427,0.06267847,0.6046122,0.089087784,0.14161962
S013C003P016R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C003P016R002A008.npy,0.026901275,0.15373725,0.02704989,0.028485527,0.25027186,0.033134792,0.45663393,0.40057364,0.1064502,7.0889964,20.427229,5.6085258,-1.3101239,1.717114,0.055497043,1.063138,0.08801046,0.11506035
S013C003P016R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C003P016R002A009.npy,0.029401883,0.2058437,0.034121227,0.026925426,0.19482486,0.033679698,0.6071565,-0.51291704,0.11629552,8.073402,23.177948,6.271907,1.3386579,1.886025,0.05364325,1.4291046,0.10097344,0.13509467
S013C003P016R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C003P016R002A042.npy,0.036928035,0.1694973,0.029587258,0.04579759,0.29836413,0.039459366,0.22829545,0.050607085,0.15357637,5.9138403,15.010628,3.8506677,-0.6270504,0.83043003,0.079995036,1.2330319,0.10142564,0.1310129
S013C003P016R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C003P016R002A043.npy,0.015261815,0.08630652,0.016034907,0.011540183,0.07939017,0.015273737,0.35640547,0.24743623,0.049742997,10.204845,27.303675,7.8120923,-1.751483,2.4293044,0.03737216,0.6218176,0.057465404,0.07350031
S013C003P017R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C003P017R001A008.npy,0.025578449,0.15377226,0.026130099,0.027393999,0.30454418,0.037036035,0.45643717,0.36241993,0.07699096,10.52066,22.878706,7.7919145,-0.8130603,1.5999191,0.05127252,0.8369685,0.06457645,0.09070654
S013C003P017R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C003P017R001A009.npy,0.020575114,0.06558444,0.017259164,0.01448167,0.059527818,0.014112288,0.52821755,-0.41058815,0.043246686,5.949633,10.859206,3.7770786,1.2453308,1.5738144,0.035763793,0.8477256,0.060064733,0.0773239
S013C003P017R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C003P017R001A042.npy,0.027380496,0.07780845,0.015979214,0.029800138,0.13193756,0.019495102,0.3731839,-0.3731839,0.049218386,2.3422794,6.564862,1.765034,0.034219265,0.3929634,0.061972048,1.071369,0.0793867,0.09536592
S013C003P017R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C003P017R001A043.npy,0.014524447,0.058729067,0.011957892,0.010487791,0.045924958,0.011688612,0.24463278,0.16090935,0.03853935,14.475984,59.15826,18.708773,-1.5952187,1.6587067,0.03643635,0.39377648,0.045426823,0.057384714
S013C003P017R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C003P017R002A008.npy,0.024840815,0.10891236,0.022564169,0.025212899,0.13394769,0.027422136,0.48268634,0.37649587,0.060479105,4.1042256,12.303209,3.4676507,-1.1222155,1.4403832,0.049350396,0.7223925,0.0665388,0.08910297
S013C003P017R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C003P017R002A009.npy,0.027367469,0.15655278,0.029153787,0.022878267,0.13291329,0.031064117,0.42518455,0.20980434,0.07945675,9.538405,20.113865,4.425092,0.18004656,0.7155037,0.051393803,1.253102,0.094447434,0.12360122
S013C003P017R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C003P017R002A042.npy,0.04968555,0.17419146,0.03015077,0.0738062,0.22298388,0.043341346,0.18218422,-0.0039288998,0.08352214,5.816806,13.865217,4.0015316,0.062289238,0.7381778,0.109917335,1.5773648,0.13469929,0.16485006
S013C003P017R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C003P017R002A043.npy,0.022450523,0.07538647,0.015928317,0.015116608,0.070504315,0.017111158,0.5166827,0.34919387,0.03930673,21.758018,48.252956,14.61505,-1.9231465,2.4175737,0.054111183,0.50351924,0.057827603,0.07375592
S013C003P018R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S013C003P018R001A008.npy,0.014518344,0.05734479,0.010645193,0.010996291,0.071627714,0.01195018,0.27725095,0.18194446,0.039687097,1.5552413,4.924429,1.0922856,-1.100471,1.3714895,0.031689778,0.32835302,0.035300434,0.045945626
S013C003P018R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S013C003P018R001A009.npy,0.014340478,0.05677565,0.011005127,0.009703528,0.062484194,0.010452947,0.38385808,-0.33679265,0.041366875,2.539981,6.8504725,2.1753502,1.3458912,1.4495254,0.027519196,0.24972685,0.03232372,0.043328848
S013C003P018R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S013C003P018R001A042.npy,0.029470203,0.098852664,0.021476204,0.03871148,0.17977488,0.031476595,0.21741861,-0.049451884,0.09756036,78.80064,84.14524,1.5022246,0.05107379,0.41667962,0.05503223,0.8209252,0.07641556,0.09789176
S013C003P018R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S013C003P018R001A043.npy,0.009924009,0.03861257,0.007820376,0.007912792,0.053275418,0.009155807,0.07858508,0.028874079,0.02039837,78.382706,80.362656,0.5787557,0.005911827,0.12926388,0.017607886,0.32037494,0.029802427,0.037622802
