sequence_id,center_speed_mean,center_speed_max,center_speed_std,center_acceleration_mean,center_acceleration_max,center_acceleration_std,vertical_range,vertical_drop,sudden_vertical_change,torso_angle_mean,torso_angle_max,torso_angle_std,body_height_change,body_height_range,mean_joint_speed,max_joint_speed,std_joint_speed,instability_score,rf_prob_low,rf_prob_moderate,rf_prob_high,stgcn_logit_low,stgcn_logit_moderate,stgcn_logit_high,split,dataset,risk_level
S011C003P018R002A042,0.031364955,0.109600954,0.022263888,0.047028415,0.15553811,0.029915964,0.12662774,-0.0070180893,0.045502305,5.0521483,12.354367,3.445847,0.08402157,0.614233,0.06432141,0.9408129,0.08731954,0.10958342,0.0025574763490564473,0.9974425236509434,0.0,-1.0507819652557373,3.2041983604431152,-1.910990595817566,train,NTU,moderate_risk
S011C003P018R002A043,0.029918455,0.099281415,0.020262813,0.023891011,0.09514194,0.020007687,0.41272548,0.12036985,0.07556406,22.841738,36.169758,8.188397,-1.286653,2.4508593,0.06016651,0.7758174,0.08501226,0.10527507,0.11218009633205434,0.13406550443327905,0.7537543992346666,1.2495827674865723,-1.802341103553772,-0.522846519947052,train,NTU,high_risk
S011C003P019R001A008,0.027823495,0.19392581,0.03423057,0.031423744,0.17669299,0.038521904,0.6077791,0.4150317,0.17169213,2.12606,8.857073,1.9028593,-1.3527594,2.165544,0.05157034,0.60455906,0.063685544,0.09791611,0.9307683296443543,0.04798895338213566,0.021242716973509834,6.511916160583496,-3.950894832611084,-3.7447547912597656,val,NTU,low_risk
S011C003P019R001A009,0.015855676,0.08377847,0.017004544,0.013729177,0.08891169,0.015810974,0.51878226,-0.4171132,0.05487913,3.67048,8.620361,2.2339425,1.6460481,2.3362095,0.033721793,0.45176795,0.04095798,0.057962522,0.9989420654911839,0.001057934508816121,0.0,5.031357288360596,-1.8558636903762817,-3.8137388229370117,val,NTU,low_risk
S011C003P019R001A042,0.019702898,0.07710009,0.015668828,0.02164564,0.08698135,0.017503139,0.07343376,-0.03011775,0.031804442,3.1063266,7.783394,2.482584,0.07295704,0.6951027,0.042856634,0.5742068,0.060610045,0.07627887,0.00727368723838793,0.9907826154332994,0.001943697328312713,-0.9341416358947754,3.4513449668884277,-2.1079447269439697,val,NTU,moderate_risk
S011C003P019R001A043,0.04008815,0.18404458,0.034534052,0.043211937,0.18614826,0.03896193,0.7093918,0.57790923,0.10931972,4.4698863,18.567682,4.044639,-3.804961,3.8362257,0.07832791,1.1044464,0.101274535,0.13580859,0.0480877614129988,0.0724505298843155,0.8794617087026857,-1.3533200025558472,-2.8093814849853516,2.20042085647583,val,NTU,high_risk
S011C003P019R002A008,0.02493647,0.09122582,0.02086657,0.02754834,0.17588761,0.023579026,0.5816207,0.52464265,0.054002702,33.24042,52.255028,12.530098,-2.1953983,3.0457654,0.048083927,1.1600251,0.08135093,0.102217495,0.0718374177769653,0.16916816812148416,0.7589944141015504,5.4677934646606445,-6.389311790466309,-1.4152095317840576,val,NTU,low_risk
S011C003P019R002A009,0.02948263,0.124606304,0.024929533,0.03250723,0.102273166,0.026862502,0.61736125,-0.5863236,0.10625267,18.833729,42.341667,13.951352,2.28128,2.6983163,0.05559708,1.074723,0.08844806,0.11337759,0.9724027658837018,0.009962302248179932,0.017634931868118334,6.750894546508789,-3.2806475162506104,-4.629664421081543,val,NTU,low_risk
S011C003P019R002A042,0.034409665,0.18559295,0.037320506,0.05185437,0.2850637,0.057129722,0.1802001,-0.06978625,0.09412664,13.302258,22.711172,7.302128,0.3649106,0.5765524,0.06852327,2.0774002,0.1388383,0.17615882,0.03962626763107954,0.9469637468086012,0.013409985560319549,-1.116163969039917,3.1454362869262695,-1.8508580923080444,val,NTU,moderate_risk
S011C003P019R002A043,0.023208065,0.122114085,0.02019594,0.023461383,0.11099664,0.022491438,0.46804345,0.42845255,0.046185374,32.248405,52.225727,9.41603,-3.2709763,3.3822293,0.05671934,1.1343151,0.07964632,0.09984226,0.041437971975674344,0.1580994371820376,0.8004625908422878,-1.457421898841858,-1.9926389455795288,1.7090685367584229,val,NTU,high_risk
S011C003P025R001A008,0.041353673,0.22830842,0.037736595,0.05666904,0.25952595,0.048388653,0.69666356,0.5897535,0.19885883,4.482018,16.27866,3.2859995,-2.1062362,2.375448,0.081068434,1.073077,0.10820647,0.14594308,0.5983378562792306,0.18822347601653444,0.21343866770423456,6.956520080566406,-5.144200801849365,-3.409166097640991,train,NTU,low_risk
S011C003P025R001A009,0.022306189,0.12083412,0.018353602,0.018678484,0.10644044,0.017725,0.6244125,-0.579609,0.059131563,2.2458096,5.9693103,1.4917073,2.0703802,2.81521,0.04558403,0.40394977,0.054492828,0.07284643,0.9801037840164135,0.008543920574404958,0.011352295409181635,7.329925060272217,-3.8206582069396973,-4.690479278564453,train,NTU,low_risk
S011C003P025R001A042,0.072501466,0.41971537,0.08813768,0.106947616,0.68788797,0.14166974,0.48995912,-0.05433786,0.20654517,9.602896,58.755516,10.707491,-0.1565175,2.1640272,0.15276127,1.86282,0.1904286,0.27856627,0.04004817336043379,0.9518026823071793,0.008149144332386808,-1.4037564992904663,1.7853397130966187,-0.622482180595398,train,NTU,moderate_risk
S011C003P025R001A043,0.029969916,0.1498041,0.027194154,0.029951058,0.13178939,0.027224617,0.684435,0.5577748,0.07041043,40.623222,84.08407,27.335299,-3.1485314,3.149679,0.06607221,1.4362687,0.09704162,0.12423578,0.00276963776963777,0.022648653462975076,0.9745817087673871,-2.1156747341156006,-3.3185596466064453,3.1022160053253174,train,NTU,high_risk
S011C003P025R002A008,0.033145424,0.12264457,0.02542419,0.040790293,0.17398672,0.03241946,0.88807344,0.62594783,0.07982522,19.248333,37.69336,10.748063,-1.7145782,2.8760962,0.065343015,0.86750394,0.088454,0.11387819,0.8015311929364979,0.03540623438017532,0.1630625726833269,6.628550052642822,-6.186309337615967,-2.6572318077087402,train,NTU,low_risk
S011C003P025R002A009,0.034074895,0.13674955,0.02562383,0.04322325,0.12918726,0.033327654,0.5909697,-0.54611194,0.053370208,18.620687,35.174557,11.156747,2.1590302,2.533819,0.06380402,1.3343695,0.08727795,0.11290178,0.9830496760380428,0.01528365729529038,0.0016666666666666668,5.77176570892334,-3.77425479888916,-3.401516914367676,train,NTU,low_risk
S011C003P025R002A042,0.059018593,0.31252488,0.04611582,0.084014945,0.28047955,0.052250877,0.37226838,-0.15557474,0.19691914,22.14012,43.700077,10.871652,-0.08370304,1.3989158,0.11729696,2.1995091,0.17855266,0.22466847,0.08442453825511194,0.8750131401270941,0.04056232161779444,-0.9649991393089294,2.464052200317383,-1.4857048988342285,train,NTU,moderate_risk
S011C003P025R002A043,0.03348435,0.20826001,0.036253292,0.032035,0.16256341,0.031706188,0.7522744,0.71539855,0.1802352,52.318714,88.62705,27.829853,-3.6429405,4.204277,0.08039172,1.4912847,0.12442079,0.16067408,0.018139358530238008,0.0063477281051199114,0.9755129133646421,-2.0218591690063477,-3.2177014350891113,2.909799575805664,train,NTU,high_risk
S011C003P027R001A008,0.061659932,0.3399568,0.081919394,0.076032564,0.4516327,0.10748563,1.1371052,0.48142716,0.33288693,6.1214705,34.29296,8.015095,-1.8838258,3.2060683,0.10767907,1.2705599,0.17412956,0.25604895,0.8068441781240819,0.08634959427761012,0.10680622759830748,4.685735702514648,-5.030182361602783,-1.6379776000976562,train,NTU,low_risk
S011C003P027R001A009,0.022208493,0.12646939,0.026271347,0.02037329,0.12039102,0.024901688,0.8062758,-0.59875065,0.092735484,4.653162,16.458466,3.9317532,2.365861,2.8989677,0.04494035,1.019955,0.082658395,0.10892974,0.9843223787167449,0.006356926789514714,0.009320694493740372,2.3636951446533203,-0.623843252658844,-2.288651466369629,train,NTU,low_risk
S011C003P027R001A042,0.0430356,0.1961656,0.04365754,0.05420276,0.24080354,0.055773012,0.26811248,0.062409103,0.15326047,10.132558,56.944927,11.022583,-0.1981349,1.515768,0.090104744,0.87292826,0.10106862,0.14472616,0.011691122292293321,0.9506749317768415,0.037633945930865186,-0.10309150069952011,1.9572817087173462,-1.8380876779556274,train,NTU,moderate_risk
S011C003P027R001A043,0.034934696,0.16915621,0.033297222,0.033882376,0.1660662,0.034729715,0.8745554,0.70133674,0.16213024,6.8223295,17.219265,3.737696,-2.3634803,4.4254556,0.06344448,1.3808861,0.11513183,0.14842905,0.0219327594147597,0.03640771774810284,0.9416595228371372,0.7496050000190735,-3.377913236618042,0.7858959436416626,train,NTU,high_risk
S011C003P027R002A008,0.032833118,0.243722,0.035368614,0.041907724,0.26697314,0.044681482,0.9202619,0.8445088,0.1640892,36.34554,69.37811,27.80624,-2.9113274,3.281412,0.06983045,1.6369804,0.12566338,0.16103199,0.3949857509982567,0.05847707969683506,0.5465371693049079,1.5484591722488403,-2.1685421466827393,-0.6156970858573914,train,NTU,low_risk
S011C003P027R002A009,0.029852258,0.16366191,0.034638505,0.03372949,0.18695556,0.038871355,0.75109833,-0.6876001,0.14538029,12.617532,53.27967,14.00059,2.8463979,2.9816997,0.059758734,1.1687479,0.10869081,0.14332932,0.9939420654911839,0.001057934508816121,0.005,2.021463394165039,0.3102557361125946,-2.6950507164001465,train,NTU,low_risk
S011C003P027R002A042,0.051562764,0.19082907,0.042273283,0.07982615,0.25934947,0.05826259,0.30891997,0.26003784,0.12522912,18.3488,33.862213,8.472828,-0.41685152,1.1788912,0.09927099,1.7448223,0.15720408,0.19947736,0.07673270717117751,0.8950381376773517,0.028229155151471053,0.006053573451936245,2.240535020828247,-2.3282907009124756,train,NTU,moderate_risk
S011C003P027R002A043,0.038279075,0.20548832,0.037412774,0.044636976,0.2200083,0.04266995,0.8699368,0.6729394,0.16436258,26.732239,42.96636,9.6245575,-2.8491542,3.584784,0.07475198,1.5390785,0.14484936,0.18226214,0.023703023619554148,0.006996849798954878,0.9693001265814909,0.6651312708854675,-3.6406638622283936,0.9564258456230164,train,NTU,high_risk
S011C003P028R001A008,0.063624024,0.45517763,0.08505072,0.0849035,0.53627074,0.11107125,0.8491421,0.3969847,0.44116378,8.121666,75.08223,12.359911,-1.3980432,3.1029043,0.12548208,1.2955916,0.18734187,0.27239257,0.8702790301984676,0.0804440428655441,0.04927692693598786,5.970407485961914,-5.045025825500488,-2.7552881240844727,val,NTU,low_risk
S011C003P028R001A009,0.018552672,0.098655075,0.019904796,0.015128286,0.08372498,0.017325379,0.45012894,-0.3566342,0.07822037,3.524487,10.756191,2.6773412,1.4227257,2.2725623,0.038054824,0.7645419,0.059587594,0.07949239,0.9975462512171372,0.002453748782862707,0.0,1.3730297088623047,0.5713900923728943,-2.16143798828125,val,NTU,low_risk
S011C003P028R001A042,0.02734543,0.09150417,0.02067936,0.0362489,0.16786963,0.029868746,0.15124911,-0.004933417,0.08361125,3.4869592,8.249709,2.3684347,-0.21250105,0.6118789,0.05960912,0.70064586,0.063563116,0.08424248,0.0011655913978494623,0.9909502776197829,0.007884130982367758,-0.4582054018974304,3.1484546661376953,-2.314509153366089,val,NTU,moderate_risk
S011C003P028R001A043,0.07302328,0.29046896,0.063374996,0.08198614,0.41256213,0.08260147,1.4223926,0.4753152,0.14094128,8.923184,57.5654,9.667572,-4.0171604,4.560293,0.15299338,1.7405947,0.19071516,0.25409016,0.24181943386443605,0.18445332789958216,0.5737272382359818,-1.8445733785629272,-3.399862289428711,2.869704246520996,val,NTU,high_risk
S011C003P028R002A008,0.06561178,0.30376506,0.04801088,0.08165357,0.31880143,0.06102363,1.0613655,0.5601587,0.23411891,20.270811,50.793324,17.005663,-1.7761254,3.4249706,0.13162182,2.1853957,0.18175866,0.22976953,0.560769394926089,0.12562936087507107,0.3136012441988396,5.878171443939209,-5.628885746002197,-2.37538480758667,val,NTU,low_risk
S011C003P028R002A009,0.040389087,0.1416054,0.02820915,0.04259442,0.11538754,0.0270474,0.5781758,-0.41677445,0.102962166,9.51545,24.177256,7.460366,0.7374861,1.8050714,0.092242375,1.7227451,0.117901996,0.14611115,0.9554858347594816,0.027844967468509577,0.016669197772009092,3.5068256855010986,-1.6224851608276367,-2.714503526687622,val,NTU,low_risk
S011C003P028R002A042,0.067168936,0.22862116,0.047021743,0.104759924,0.29837075,0.064434625,0.3681587,0.08922714,0.10313618,20.736444,33.281063,6.6137905,-0.28839254,1.0926447,0.15222692,1.5001987,0.16839738,0.21541913,0.05985596907366286,0.8715692739134168,0.06857475701292035,-1.2222700119018555,2.4714503288269043,-1.276914358139038,val,NTU,moderate_risk
S011C003P028R002A043,0.07127838,0.41681632,0.06431133,0.08039957,0.44810688,0.07500943,1.4018825,0.7176664,0.33073798,21.847052,62.570957,20.14267,-2.6341643,3.8004336,0.1535839,1.3375186,0.16837482,0.23268616,0.32564060796608335,0.11997195523364115,0.5543874368002754,-1.092341661453247,-3.0707249641418457,2.012233018875122,val,NTU,high_risk
S011C003P038R001A008,0.018578468,0.12262879,0.025027247,0.019165928,0.11602619,0.026119072,0.31277907,0.20005697,0.08053079,5.413045,14.464696,3.0065646,-1.2575793,1.6771181,0.036900327,0.55682087,0.050801,0.07582825,0.6033239608986602,0.32716140429083057,0.06951463481050894,5.567056179046631,-2.6368660926818848,-3.8668055534362793,val,NTU,low_risk
S011C003P038R001A009,0.016603872,0.07207609,0.016150925,0.016925363,0.07642558,0.016480109,0.3400597,-0.22577608,0.05068773,8.305775,21.690208,6.6270986,1.2981529,1.7339723,0.03580335,0.41754133,0.0452592,0.061410125,0.9924879657012113,0.007512034298788588,0.0,2.3197455406188965,0.670521080493927,-3.085085868835449,val,NTU,low_risk
S011C003P038R001A042,0.023354681,0.09739488,0.01780669,0.03342577,0.14546266,0.026566934,0.138924,-0.006115377,0.06357938,5.033984,13.492125,3.1446502,0.029419422,0.75252676,0.05710322,0.859899,0.06883775,0.08664444,0.0,1.0,0.0,-0.46400463581085205,3.558274984359741,-2.5962865352630615,val,NTU,moderate_risk
S011C003P038R001A043,0.027804196,0.1035514,0.021101851,0.02667653,0.13565622,0.028123258,0.24976063,0.11270934,0.088971734,20.757343,35.881355,9.814923,-1.5321229,1.793324,0.059085395,0.53526855,0.058421277,0.07952313,0.10438037235249988,0.6821547358899435,0.21346489175755673,-0.5906385779380798,0.6106561422348022,-0.4782906770706177,val,NTU,high_risk
S011C003P038R002A008,0.039648682,0.24694778,0.03617899,0.06159226,0.28592932,0.050379865,0.4830641,0.30666426,0.09526163,26.772215,56.5345,20.172585,-0.95242643,1.9900072,0.094298065,1.2822917,0.13121967,0.16739866,0.3855948248609065,0.276408122755053,0.3379970523840404,6.4697980880737305,-5.318231582641602,-2.890845537185669,val,NTU,low_risk
S011C003P038R002A009,0.0301999,0.15363231,0.028371498,0.032163706,0.1323093,0.027236644,0.52360606,-0.5153205,0.062307626,15.1506,37.737133,10.37423,1.5840292,1.7070582,0.059270542,1.3483456,0.089816734,0.11818823,0.9971490352628078,0.0006287425149700599,0.0022222222222222222,5.197558879852295,-1.9954537153244019,-4.026950836181641,val,NTU,low_risk
S011C003P038R002A042,0.033617634,0.16222131,0.028724402,0.04629068,0.17022471,0.036357913,0.25556934,0.020184875,0.08490223,16.93213,28.53617,7.40784,-0.013710022,0.7712121,0.068029106,2.1121356,0.117362455,0.14608686,0.03151719843382114,0.9532427231347902,0.015240078431388918,-1.050063967704773,2.6790690422058105,-1.6822378635406494,val,NTU,moderate_risk
S011C003P038R002A043,0.024559045,0.08773427,0.0206985,0.024049807,0.09717241,0.022423394,0.5358379,0.4377034,0.05731809,46.98692,68.0772,20.642393,-1.5312858,2.464307,0.05080448,0.82298803,0.07007873,0.09077723,0.4645651735587024,0.05647079211261596,0.4789640343286815,-1.3971363306045532,-2.5693047046661377,1.9602103233337402,val,NTU,high_risk
S012C001P007R001A008,0.028582642,0.117591776,0.02209526,0.029808408,0.13685018,0.022883382,0.66830987,0.45594093,0.10844439,16.058304,27.860905,7.661488,-1.2039485,1.8248367,0.05745098,0.93215847,0.07850263,0.10059789,0.9255578953690373,0.037098466353590466,0.037343638277372054,5.363596439361572,-3.750999689102173,-3.085949182510376,test,NTU,low_risk
S012C001P007R001A009,0.023513932,0.13223894,0.026428992,0.020083262,0.11726237,0.024315707,0.6718252,-0.58182245,0.08325881,5.1416163,14.803459,3.9024098,1.7339873,2.357552,0.04267888,0.41326576,0.056699477,0.08312847,0.9966666666666667,0.0033333333333333335,0.0,6.687632083892822,-3.754263162612915,-4.296074390411377,test,NTU,low_risk
S012C001P007R001A042,0.037001524,0.11709588,0.022964437,0.04220162,0.17330594,0.034290977,0.2168997,0.06410521,0.088906765,10.807369,24.451471,6.697161,-0.50008154,0.8958602,0.083094805,1.1100422,0.09901447,0.12197891,0.0031190997376951946,0.9923301026132705,0.004550797649034425,-0.955828070640564,2.855891466140747,-1.6644493341445923,test,NTU,moderate_risk
S012C001P007R001A043,0.047390968,0.18749657,0.04107475,0.044645246,0.33350855,0.047019023,0.68547946,0.67894685,0.12377465,8.853191,27.312456,6.801895,-3.210684,3.2375944,0.09103909,1.5479703,0.12749694,0.1685717,0.032997083172075614,0.07234830382624746,0.8946546130016768,0.11673621833324432,-1.5445423126220703,0.2175767421722412,test,NTU,high_risk
S012C001P007R002A008,0.03266981,0.3415373,0.04206009,0.037592355,0.3164854,0.049051974,0.7647305,0.32641348,0.20419858,10.7822,59.56621,10.149532,-0.11340523,2.4014635,0.0739345,2.6095066,0.121366054,0.16342615,0.6392322376892208,0.1357273276887897,0.22504043462198903,8.963423728942871,-7.069873332977295,-4.190393924713135,test,NTU,low_risk
S012C001P007R002A009,0.019545268,0.080193244,0.01646475,0.016150292,0.07962791,0.01579326,0.64411813,-0.47953632,0.05534455,5.403379,11.48232,3.038572,0.9246588,2.0584636,0.037122328,0.73653555,0.0481348,0.06459955,1.0,0.0,0.0,11.797607421875,-7.277252674102783,-6.631866931915283,test,NTU,low_risk
S012C001P007R002A042,0.05799137,0.22151978,0.040056426,0.0849677,0.2590513,0.05362805,0.33272022,0.085430026,0.13104302,24.26755,50.55821,15.341256,-1.4449859,1.6108875,0.13231795,1.3801317,0.13503273,0.17508915,0.09570006032928001,0.7163300302377471,0.18796990943297287,-0.5615652203559875,1.010919451713562,-0.817592442035675,test,NTU,moderate_risk
S012C001P007R002A043,0.0353914,0.17398846,0.029440897,0.037030615,0.17543398,0.030371359,0.5986549,0.5471664,0.06827983,39.25821,89.58819,36.33706,-3.5245981,3.8429236,0.07414946,1.5226791,0.12628503,0.15572593,0.013369986014947901,0.008699054564274847,0.9779309594207772,-2.8107357025146484,-3.030672073364258,3.4256162643432617,test,NTU,high_risk
S012C001P008R001A008,0.053691518,0.4047862,0.07622964,0.07956122,0.7380388,0.12694646,0.64192146,0.4921605,0.2844751,18.714703,49.361893,16.709276,-1.1133165,2.749043,0.095055275,1.7762069,0.17348346,0.2497131,0.8267315094612427,0.09210312971555831,0.08116536082319889,6.675004482269287,-5.36121940612793,-3.241682291030884,test,NTU,low_risk
S012C001P008R001A009,0.033554733,0.2840947,0.04017478,0.035251375,0.28715867,0.048335325,0.6938977,-0.54772735,0.23686898,13.098678,38.49008,11.682751,1.244317,2.9244745,0.06626994,0.6335682,0.0889848,0.12915958,0.9801001376964865,0.015029089356653452,0.004870772946859904,6.012442588806152,-3.1202690601348877,-4.07790470123291,test,NTU,low_risk
S012C001P008R001A042,0.083511226,0.40858585,0.07007014,0.119146146,0.55214566,0.10297408,0.67728794,0.118935704,0.27355087,13.514629,85.78783,12.675048,0.027537823,2.050478,0.20867449,3.648617,0.26637143,0.33644158,0.1771958775740134,0.8109728409703134,0.011831281455673866,-0.11136364191770554,1.8652844429016113,-1.7904199361801147,test,NTU,moderate_risk
S012C001P008R001A043,0.038702488,0.21899126,0.043264505,0.04397439,0.26354823,0.05265242,0.93441844,0.86281115,0.12389746,26.880459,65.14096,24.65261,-1.9740658,3.0543714,0.07670366,1.1952655,0.116329536,0.15959404,0.3355628465244007,0.015901553750048255,0.648535599725551,-1.9898539781570435,-2.8212640285491943,2.676842212677002,test,NTU,high_risk
S012C001P008R002A008,0.12028049,0.6420981,0.13017176,0.17086366,0.8504312,0.18490176,1.4278284,0.3924213,0.61002123,20.843613,43.728794,11.604963,-1.5827203,5.667986,0.22921291,2.8454673,0.36597577,0.4961475,0.4611065671183738,0.32089685734823625,0.21799657553338989,0.7792375087738037,-1.9579315185546875,-0.2164747416973114,test,NTU,low_risk
S012C001P008R002A009,0.07193622,0.41247368,0.08762177,0.08050535,0.4853567,0.104973786,1.358549,-0.15286577,0.38315743,9.580655,29.083952,10.06772,2.01236,4.239992,0.13900651,1.7071978,0.22443566,0.31205744,0.695335325908463,0.2585082692605677,0.046156404830969194,3.233306884765625,-2.0261616706848145,-2.257861852645874,test,NTU,low_risk
S012C001P008R002A042,0.07802438,0.5289571,0.08631604,0.13035987,0.55172354,0.11926897,0.90860915,0.80378485,0.16596895,40.66106,69.30471,20.44475,-2.564765,4.426572,0.18084951,4.456732,0.4004122,0.48672825,0.3766706843151097,0.326274274402738,0.2970550412821523,-1.0008701086044312,-2.158254384994507,1.4616973400115967,test,NTU,moderate_risk
S012C001P008R002A043,0.047087964,0.2383405,0.05490603,0.05365787,0.35618794,0.06733225,0.9070791,0.54878104,0.23336558,21.887764,85.801636,15.098118,0.09005594,4.1281147,0.10625404,1.8327155,0.20621146,0.2611175,0.6880352253434645,0.09745362318438919,0.21451115147214603,-0.19228392839431763,-2.007939100265503,0.7341969013214111,test,NTU,high_risk
S012C001P015R001A008,0.025405489,0.13412502,0.020239273,0.028215077,0.12408004,0.02224635,0.49525395,0.47542202,0.12996218,7.359778,14.15989,3.9384716,-1.6064773,1.7786577,0.04866958,1.563836,0.091877565,0.112116836,0.8498780881672755,0.08168783978779398,0.06843407204493011,5.5850419998168945,-3.2784249782562256,-3.460671901702881,test,NTU,low_risk
S012C001P015R001A009,0.018207643,0.09593699,0.018201979,0.018660374,0.12513633,0.022059938,0.34642577,-0.23032871,0.054941535,6.7104053,16.080828,5.4956536,1.0936708,1.3488188,0.037277937,0.8591144,0.06002867,0.07823065,0.9977651389381849,0.0022348610618151844,0.0,3.7018725872039795,-0.46766194701194763,-3.723888635635376,test,NTU,low_risk
S012C001P015R001A042,0.026489252,0.101293944,0.02103512,0.030691687,0.13877739,0.024995936,0.2184602,-0.007888794,0.05037093,2.637859,11.571386,2.2287228,-0.2794528,1.0341687,0.05771887,0.79107726,0.08275455,0.10378967,0.0117803913887832,0.9859973863889945,0.0022222222222222222,-1.1691604852676392,3.119863271713257,-1.7281367778778076,test,NTU,moderate_risk
S012C001P015R001A043,0.03443687,0.123839684,0.024692126,0.02429894,0.15331903,0.027606767,0.6714506,0.42021367,0.109419346,5.3169446,22.789713,4.478244,-2.9053624,3.44949,0.0712778,0.7863993,0.082062006,0.10675413,0.04112944948972557,0.1083368834067323,0.8505336671035423,-1.689069151878357,-2.3830926418304443,2.172687530517578,test,NTU,high_risk
S012C001P015R002A008,0.02108859,0.14735577,0.02374224,0.02139867,0.12285375,0.023555906,0.45517352,0.18075907,0.09184599,7.7552333,22.099405,6.906015,-1.2236648,1.6632173,0.04231016,1.4583244,0.09369033,0.117432564,0.5999562440530201,0.19105916564780348,0.20898459029917626,6.236956596374512,-3.614565134048462,-3.7503297328948975,test,NTU,low_risk
S012C001P015R002A009,0.016004693,0.09909805,0.01573411,0.013615063,0.07213447,0.015016201,0.47577077,-0.43338808,0.08782673,4.636682,12.723082,4.0716453,1.8062661,1.8522363,0.031777326,0.9497116,0.05377494,0.06950905,0.9955367385960119,0.0016061185468451242,0.002857142857142857,5.508300304412842,-2.2374701499938965,-4.131782054901123,test,NTU,low_risk
S012C001P015R002A042,0.03265299,0.13220887,0.024073325,0.037608776,0.12426864,0.025221244,0.2525099,-0.14191532,0.051400125,3.2290747,6.85521,2.0141053,0.26787233,0.93581104,0.07281951,1.0550086,0.10048589,0.124559216,0.09321433696710435,0.899119620743594,0.0076660422893019275,-0.4567014276981354,3.2998318672180176,-2.49686861038208,test,NTU,moderate_risk
S012C001P015R002A043,0.0288083,0.099115506,0.019388493,0.02375946,0.08707968,0.020929398,0.6804453,0.5379487,0.04612565,27.769268,42.230522,13.649773,-2.947695,3.5605316,0.054601826,1.0075777,0.0787388,0.09812729,0.03731814566054118,0.14542425157205352,0.8172576027674049,-2.1511824131011963,-2.854921817779541,2.8189823627471924,test,NTU,high_risk
S012C001P016R001A008,0.033766624,0.1500124,0.027801769,0.037843715,0.2725623,0.03866615,0.6632656,0.5654823,0.107892334,14.880724,29.04555,6.381616,-1.234004,1.7590668,0.066668,1.5237439,0.09133334,0.119135104,0.8964248394066984,0.043828753151330474,0.05974640744197084,6.776397228240967,-5.381195545196533,-3.2795047760009766,test,NTU,low_risk
S012C001P016R001A009,0.035514645,0.17153525,0.03659619,0.04232048,0.22646306,0.043623872,0.6148085,-0.57624227,0.14753544,18.82124,51.710114,16.809464,0.91348886,2.1073291,0.07262139,1.7873749,0.12540849,0.16200468,0.9585826561852844,0.019630774305981858,0.021786569508733776,4.1537604331970215,-1.8577321767807007,-3.170027017593384,test,NTU,low_risk
S012C001P016R001A042,0.055955905,0.1722231,0.032911707,0.07922906,0.23427522,0.041491803,0.22577858,0.026376724,0.08825481,4.3600597,10.501892,2.518245,-0.17859697,1.1544418,0.12190109,1.2425157,0.15513219,0.18804389,0.013169502908026128,0.9751834785259981,0.01164701856597592,-1.4561035633087158,2.9511401653289795,-1.3539400100708008,test,NTU,moderate_risk
S012C001P016R001A043,0.035864264,0.18147592,0.028421951,0.030349832,0.13569294,0.030013178,0.64998984,0.4366271,0.1354039,18.61684,40.527676,9.464542,-2.2552567,2.7186303,0.06464282,1.103004,0.08664202,0.11506397,0.05757457108945359,0.07598848138965575,0.8664369475208906,-1.8529013395309448,-1.4163682460784912,1.7893208265304565,test,NTU,high_risk
S012C001P016R002A008,0.026873274,0.124149285,0.025177268,0.035713747,0.16440788,0.03482493,0.4647924,0.42434797,0.098632306,7.9555373,23.757477,8.016935,-1.3640351,2.0073109,0.05783634,0.7323827,0.07355384,0.09873111,0.9325661111881177,0.042094798011834134,0.025339090800047977,8.705679893493652,-6.4799675941467285,-4.295414924621582,test,NTU,low_risk
S012C001P016R002A009,0.019286973,0.142421,0.018267153,0.02051305,0.13745046,0.022529522,0.57021457,-0.3787546,0.105409145,7.5927277,24.419258,7.142852,1.4252791,2.114125,0.04098194,0.39391828,0.05018567,0.06845282,1.0,0.0,0.0,5.520871162414551,-2.75359845161438,-3.7360033988952637,test,NTU,low_risk
S012C001P016R002A042,0.0464589,0.12533696,0.026904047,0.061248895,0.16693301,0.03562553,0.21634746,-0.032405972,0.09136903,3.614869,10.10379,2.5036583,-0.25168037,0.8869419,0.10549645,1.2718683,0.13268389,0.15958793,0.024252642860167196,0.9528135849212587,0.02293377221857417,-1.4272546768188477,3.142014980316162,-1.5172401666641235,test,NTU,moderate_risk
S012C001P016R002A043,0.031120649,0.15758564,0.024601784,0.025229648,0.17008974,0.024637943,0.6976999,0.6765316,0.060774803,23.31577,46.00762,14.221353,-3.1987035,3.504612,0.06165466,1.1450671,0.07797917,0.10258095,0.027428095844208595,0.13617880221957696,0.8363931019362143,-0.390559583902359,-3.664949417114258,1.890560507774353,test,NTU,high_risk
S012C001P017R001A008,0.03347581,0.20503476,0.03219973,0.040793136,0.2137199,0.03916272,0.39815506,0.14012533,0.11242139,16.732643,69.77401,22.355251,-0.94554305,1.7680211,0.07749999,1.411411,0.1154367,0.14763643,0.16016540730952591,0.2939564096717904,0.5458781830186841,1.3190875053405762,-1.3751581907272339,-0.9890651702880859,test,NTU,low_risk
