sequence_id,dataset,action_label,risk_level,mean_torso_inclination,std_torso_inclination,knee_hip_drop_ratio,ankle_motion,mean_body_height,std_body_height_norm,mean_joint_speed,std_hip_y,posture
S011C003P016R001A008,NTU,sit_down,low_risk,3.3589,1.8162,0.2027,0.011,4.793,0.097,0.0477,0.1252,Sitting
S011C003P016R001A009,NTU,stand_up,low_risk,3.144,1.8643,0.1965,0.0053,4.9326,0.1422,0.0386,0.0831,Standing
S011C003P016R001A042,NTU,staggering,moderate_risk,2.404,1.8824,0.2601,0.0148,5.723,0.0219,0.0763,0.0251,Walking
S011C003P016R001A043,NTU,falling_down,high_risk,3.8505,3.899,0.1995,0.0216,4.4281,0.1745,0.0745,0.195,Lying
S011C003P016R002A008,NTU,sit_down,low_risk,14.2347,10.6831,0.19,0.0188,4.6522,0.1394,0.0652,0.0663,Sitting
S011C003P016R002A009,NTU,stand_up,low_risk,9.9127,8.8897,0.1764,0.0129,5.4822,0.1336,0.0604,0.0729,Standing
S011C003P016R002A042,NTU,staggering,moderate_risk,5.5067,3.8558,0.2555,0.0251,6.0503,0.0233,0.1356,0.0631,Walking
S011C003P016R002A043,NTU,falling_down,high_risk,18.6512,8.0614,0.2075,0.0198,4.5826,0.1844,0.0725,0.0467,Lying
S011C003P017R001A008,NTU,sit_down,low_risk,3.0916,3.8347,0.1629,0.0089,4.8073,0.096,0.0444,0.0871,Sitting
S011C003P017R001A009,NTU,stand_up,low_risk,2.2482,1.1317,0.1771,0.0071,5.0537,0.1234,0.0427,0.0965,Standing
S011C003P017R001A042,NTU,staggering,moderate_risk,3.226,2.1634,0.2158,0.0125,5.4754,0.0175,0.0584,0.0171,Walking
S011C003P017R001A043,NTU,falling_down,high_risk,14.215,10.591,0.1477,0.0185,4.1475,0.2332,0.0682,0.1249,Lying
S011C003P017R002A008,NTU,sit_down,low_risk,12.2016,9.5851,0.1049,0.0168,4.6512,0.124,0.0798,0.0994,Sitting
S011C003P017R002A009,NTU,stand_up,low_risk,7.4351,6.7678,0.1667,0.0136,4.9672,0.0945,0.0673,0.0972,Standing
S011C003P017R002A042,NTU,staggering,moderate_risk,5.7529,4.1576,0.2944,0.0204,6.1166,0.0209,0.1198,0.0388,Walking
S011C003P017R002A043,NTU,falling_down,high_risk,21.2651,15.0991,0.2764,0.017,4.506,0.308,0.0706,0.1144,Lying
S011C003P018R001A008,NTU,sit_down,low_risk,2.561,1.5948,0.1358,0.004,4.8185,0.0894,0.0206,0.0641,Sitting
S011C003P018R001A009,NTU,stand_up,low_risk,2.6283,1.7569,0.1926,0.0037,5.5008,0.1102,0.0198,0.0464,Standing
S011C003P018R001A042,NTU,staggering,moderate_risk,3.1008,1.9984,0.22,0.0114,5.7178,0.0397,0.048,0.0284,Walking
S011C003P018R001A043,NTU,falling_down,high_risk,7.8351,5.6447,0.2095,0.0223,4.024,0.1643,0.0606,0.1241,Lying
S011C003P018R002A008,NTU,sit_down,low_risk,13.2587,7.0753,0.1305,0.0105,4.6673,0.1008,0.0429,0.0206,Sitting
S011C003P018R002A009,NTU,stand_up,low_risk,7.5792,4.6334,0.1623,0.0115,4.8816,0.0917,0.0383,0.0288,Standing
S011C003P018R002A042,NTU,staggering,moderate_risk,5.0521,3.4458,0.2011,0.0125,5.5616,0.028,0.0643,0.0375,Walking
S011C003P018R002A043,NTU,falling_down,high_risk,22.8417,8.1884,0.0959,0.0211,4.3405,0.1447,0.0602,0.0457,Lying
S011C003P019R001A008,NTU,sit_down,low_risk,2.1261,1.9029,0.1733,0.0104,4.3356,0.1211,0.0516,0.1907,Sitting
S011C003P019R001A009,NTU,stand_up,low_risk,3.6705,2.2339,0.1918,0.0063,4.8611,0.1904,0.0337,0.0836,Standing
S011C003P019R001A042,NTU,staggering,moderate_risk,3.1063,2.4826,0.2491,0.0111,5.5957,0.0322,0.0429,0.0201,Walking
S011C003P019R001A043,NTU,falling_down,high_risk,4.4699,4.0446,0.2467,0.0252,3.4254,0.3861,0.0783,0.1215,Lying
S011C003P019R002A008,NTU,sit_down,low_risk,33.2404,12.5301,0.1874,0.0151,4.6675,0.1841,0.0481,0.1062,Sitting
S011C003P019R002A009,NTU,stand_up,low_risk,18.8337,13.9514,0.2019,0.0118,5.6699,0.188,0.0556,0.0567,Standing
S011C003P019R002A042,NTU,staggering,moderate_risk,13.3023,7.3021,0.2653,0.0132,5.9652,0.0256,0.0685,0.0356,Walking
S011C003P019R002A043,NTU,falling_down,high_risk,32.2484,9.416,0.2272,0.0151,4.3471,0.2834,0.0567,0.128,Lying
S011C003P025R001A008,NTU,sit_down,low_risk,4.482,3.286,0.1656,0.0162,4.4838,0.1715,0.0811,0.1863,Sitting
S011C003P025R001A009,NTU,stand_up,low_risk,2.2458,1.4917,0.1901,0.0081,4.9667,0.2115,0.0456,0.1486,Standing
S011C003P025R001A042,NTU,staggering,moderate_risk,9.6029,10.7075,0.2608,0.0292,5.6303,0.1105,0.1528,0.2061,Walking
S011C003P025R001A043,NTU,falling_down,high_risk,40.6232,27.3353,0.3323,0.0303,4.3028,0.2479,0.0661,0.2796,Lying
S011C003P025R002A008,NTU,sit_down,low_risk,19.2483,10.7481,0.1558,0.0186,5.0279,0.1742,0.0653,0.1033,Sitting
S011C003P025R002A009,NTU,stand_up,low_risk,18.6207,11.1567,0.1586,0.0168,4.8602,0.1957,0.0638,0.0956,Standing
S011C003P025R002A042,NTU,staggering,moderate_risk,22.1401,10.8717,0.316,0.0232,5.6035,0.0631,0.1173,0.0966,Walking
S011C003P025R002A043,NTU,falling_down,high_risk,52.3187,27.8299,0.4486,0.0238,4.7766,0.3227,0.0804,0.4178,Lying
S011C003P027R001A008,NTU,sit_down,low_risk,6.1215,8.0151,0.139,0.02,4.3065,0.2119,0.1077,0.1194,Sitting
S011C003P027R001A009,NTU,stand_up,low_risk,4.6532,3.9318,0.1897,0.0071,4.6855,0.2564,0.0449,0.142,Standing
S011C003P027R001A042,NTU,staggering,moderate_risk,10.1326,11.0226,0.2516,0.0193,5.1446,0.0721,0.0901,0.1495,Walking
S011C003P027R001A043,NTU,falling_down,high_risk,6.8223,3.7377,0.2546,0.0317,3.6275,0.3593,0.0634,0.2476,Lying
S011C003P027R002A008,NTU,sit_down,low_risk,36.3455,27.8062,0.1936,0.0219,3.2608,0.2901,0.0698,0.1887,Sitting
S011C003P027R002A009,NTU,stand_up,low_risk,12.6175,14.0006,0.1791,0.0144,4.5138,0.2495,0.0598,0.1257,Standing
S011C003P027R002A042,NTU,staggering,moderate_risk,18.3488,8.4728,0.2989,0.0275,4.7741,0.0498,0.0993,0.0462,Walking
S011C003P027R002A043,NTU,falling_down,high_risk,26.7322,9.6246,0.2727,0.0257,3.6931,0.3103,0.0748,0.0546,Lying
S011C003P028R001A008,NTU,sit_down,low_risk,8.1217,12.3599,0.1254,0.024,4.7096,0.1291,0.1255,0.2178,Sitting
S011C003P028R001A009,NTU,stand_up,low_risk,3.5245,2.6773,0.2073,0.0082,5.2737,0.1398,0.0381,0.0892,Standing
S011C003P028R001A042,NTU,staggering,moderate_risk,3.487,2.3684,0.2521,0.0131,5.0565,0.0284,0.0596,0.0521,Walking
S011C003P028R001A043,NTU,falling_down,high_risk,8.9232,9.6676,0.2925,0.0458,3.2635,0.4713,0.153,0.1871,Lying
S011C003P028R002A008,NTU,sit_down,low_risk,20.2708,17.0057,0.1665,0.0337,4.606,0.2107,0.1316,0.1553,Sitting
S011C003P028R002A009,NTU,stand_up,low_risk,9.5154,7.4604,0.1583,0.0259,4.4187,0.1199,0.0922,0.0806,Standing
S011C003P028R002A042,NTU,staggering,moderate_risk,20.7364,6.6138,0.2834,0.0252,5.5893,0.0381,0.1522,0.1004,Walking
S011C003P028R002A043,NTU,falling_down,high_risk,21.8471,20.1427,0.2119,0.0412,4.0211,0.2587,0.1536,0.1267,Lying
S011C003P038R001A008,NTU,sit_down,low_risk,5.413,3.0066,0.1411,0.0068,4.7281,0.1261,0.0369,0.0595,Sitting
S011C003P038R001A009,NTU,stand_up,low_risk,8.3058,6.6271,0.1754,0.0056,5.0109,0.1339,0.0358,0.1119,Standing
S011C003P038R001A042,NTU,staggering,moderate_risk,5.034,3.1447,0.2284,0.0157,5.3049,0.031,0.0571,0.0498,Walking
S011C003P038R001A043,NTU,falling_down,high_risk,20.7573,9.8149,0.2557,0.0109,4.3248,0.1105,0.0591,0.1209,Lying
S011C003P038R002A008,NTU,sit_down,low_risk,26.7722,20.1726,0.1308,0.0219,4.3744,0.1374,0.0943,0.1687,Sitting
S011C003P038R002A009,NTU,stand_up,low_risk,15.1506,10.3742,0.1392,0.0121,4.8625,0.1353,0.0593,0.0805,Standing
S011C003P038R002A042,NTU,staggering,moderate_risk,16.9321,7.4078,0.3022,0.0134,5.8057,0.0293,0.068,0.0478,Walking
S011C003P038R002A043,NTU,falling_down,high_risk,46.9869,20.6424,0.3111,0.0255,4.4884,0.1594,0.0508,0.1798,Lying
S012C001P007R001A008,NTU,sit_down,low_risk,16.0583,7.6615,0.1269,0.0118,5.255,0.0831,0.0575,0.0567,Sitting
S012C001P007R001A009,NTU,stand_up,low_risk,5.1416,3.9024,0.1719,0.0064,5.6438,0.174,0.0427,0.0515,Standing
S012C001P007R001A042,NTU,staggering,moderate_risk,10.8074,6.6972,0.2484,0.0197,5.6692,0.0352,0.0831,0.0624,Walking
S012C001P007R001A043,NTU,falling_down,high_risk,8.8532,6.8019,0.1656,0.0261,4.3501,0.2493,0.091,0.1771,Lying
S012C001P007R002A008,NTU,sit_down,low_risk,10.7822,10.1495,0.1195,0.0135,4.9066,0.1485,0.0739,0.146,Sitting
S012C001P007R002A009,NTU,stand_up,low_risk,5.4034,3.0386,0.1193,0.0076,5.1238,0.1477,0.0371,0.0432,Standing
S012C001P007R002A042,NTU,staggering,moderate_risk,24.2675,15.3413,0.2538,0.0243,5.082,0.08,0.1323,0.131,Walking
S012C001P007R002A043,NTU,falling_down,high_risk,39.2582,36.3371,0.2917,0.0241,4.4685,0.318,0.0741,0.4053,Lying
S012C001P008R001A008,NTU,sit_down,low_risk,18.7147,16.7093,0.1127,0.0284,4.3171,0.1661,0.0951,0.2084,Sitting
S012C001P008R001A009,NTU,stand_up,low_risk,13.0987,11.6828,0.2029,0.0105,5.3455,0.2007,0.0663,0.1329,Standing
S012C001P008R001A042,NTU,staggering,moderate_risk,13.5146,12.675,0.2332,0.0312,5.6728,0.0981,0.2087,0.2152,Walking
S012C001P008R001A043,NTU,falling_down,high_risk,26.8805,24.6526,0.2366,0.0178,4.6785,0.2157,0.0767,0.27,Lying
S012C001P008R002A008,NTU,sit_down,low_risk,20.8436,11.605,0.2284,0.059,5.2837,0.2138,0.2292,0.2393,Sitting
S012C001P008R002A009,NTU,stand_up,low_risk,9.5807,10.0677,0.2158,0.0291,5.4939,0.2718,0.139,0.1545,Standing
S012C001P008R002A042,NTU,staggering,moderate_risk,40.6611,20.4447,0.3173,0.0743,4.2235,0.2725,0.1808,0.2547,Walking
S012C001P008R002A043,NTU,falling_down,high_risk,21.8878,15.0981,0.2041,0.0303,4.8333,0.1827,0.1063,0.2502,Lying
S012C001P015R001A008,NTU,sit_down,low_risk,7.3598,3.9385,0.1535,0.0161,4.3649,0.1194,0.0487,0.0357,Sitting
S012C001P015R001A009,NTU,stand_up,low_risk,6.7104,5.4957,0.2065,0.0088,5.1232,0.0886,0.0373,0.0446,Standing
S012C001P015R001A042,NTU,staggering,moderate_risk,2.6379,2.2287,0.2374,0.0123,5.7159,0.0463,0.0577,0.0221,Walking
S012C001P015R001A043,NTU,falling_down,high_risk,5.3169,4.4782,0.199,0.0223,3.7049,0.3053,0.0713,0.1205,Lying
S012C001P015R002A008,NTU,sit_down,low_risk,7.7552,6.906,0.1611,0.0094,4.7163,0.1058,0.0423,0.0845,Sitting
S012C001P015R002A009,NTU,stand_up,low_risk,4.6367,4.0716,0.1435,0.0083,4.6792,0.1547,0.0318,0.0492,Standing
S012C001P015R002A042,NTU,staggering,moderate_risk,3.2291,2.0141,0.2182,0.0176,5.3726,0.0453,0.0728,0.0275,Walking
S012C001P015R002A043,NTU,falling_down,high_risk,27.7693,13.6498,0.1443,0.0192,3.9735,0.3078,0.0546,0.1761,Lying
S012C001P016R001A008,NTU,sit_down,low_risk,14.8807,6.3816,0.1071,0.0185,4.6087,0.1074,0.0667,0.0562,Sitting
S012C001P016R001A009,NTU,stand_up,low_risk,18.8212,16.8095,0.1875,0.0199,4.5356,0.1645,0.0726,0.1022,Standing
S012C001P016R001A042,NTU,staggering,moderate_risk,4.3601,2.5182,0.2379,0.0258,5.9576,0.0447,0.1219,0.0246,Walking
S012C001P016R001A043,NTU,falling_down,high_risk,18.6168,9.4645,0.2087,0.0186,4.8994,0.2003,0.0646,0.1733,Lying
S012C001P016R002A008,NTU,sit_down,low_risk,7.9555,8.0169,0.1367,0.0103,4.9204,0.1224,0.0578,0.125,Sitting
S012C001P016R002A009,NTU,stand_up,low_risk,7.5927,7.1429,0.1631,0.0073,4.9233,0.1669,0.041,0.0924,Standing
S012C001P016R002A042,NTU,staggering,moderate_risk,3.6149,2.5037,0.2327,0.0203,5.9878,0.0318,0.1055,0.0261,Walking
S012C001P016R002A043,NTU,falling_down,high_risk,23.3158,14.2214,0.16,0.0213,4.0583,0.3276,0.0617,0.1525,Lying
S012C001P017R001A008,NTU,sit_down,low_risk,16.7326,22.3553,0.2775,0.0201,3.6417,0.1136,0.0775,0.3163,Sitting
S012C001P017R001A009,NTU,stand_up,low_risk,6.2869,3.9284,0.0472,0.0205,4.7607,0.0791,0.0738,0.0534,Standing
S012C001P017R001A042,NTU,staggering,moderate_risk,2.6805,1.8424,0.2978,0.0718,4.8862,0.1258,0.1518,0.034,Walking
S012C001P017R001A043,NTU,falling_down,high_risk,28.9638,20.6146,0.2758,0.0278,4.1966,0.2046,0.0818,0.1485,Lying
S012C001P017R002A008,NTU,sit_down,low_risk,10.1163,7.4916,0.0364,0.0343,3.3777,0.2519,0.0892,0.141,Sitting
S012C001P017R002A009,NTU,stand_up,low_risk,12.802,16.6365,0.0896,0.04,4.5326,0.2347,0.1084,0.2543,Standing
S012C001P017R002A042,NTU,staggering,moderate_risk,3.8073,3.0678,0.217,0.0849,4.6318,0.1046,0.1855,0.0221,Walking
S012C001P017R002A043,NTU,falling_down,high_risk,39.2759,25.0752,0.1969,0.0338,3.4906,0.1523,0.0695,0.2725,Lying
S012C001P018R001A008,NTU,sit_down,low_risk,0.9531,0.8649,0.1778,0.0064,5.1162,0.0932,0.0331,0.0545,Sitting
S012C001P018R001A009,NTU,stand_up,low_risk,2.9954,3.6511,0.2306,0.0066,5.6573,0.1128,0.0355,0.0297,Standing
S012C001P018R001A042,NTU,staggering,moderate_risk,3.8062,1.6712,0.2395,0.0158,5.7182,0.058,0.0569,0.0287,Walking
S012C001P018R001A043,NTU,falling_down,high_risk,8.4412,9.4217,0.2496,0.0147,4.3869,0.291,0.0534,0.2591,Lying
S012C001P018R002A008,NTU,sit_down,low_risk,3.9723,2.0385,0.182,0.0066,4.806,0.0839,0.0301,0.0615,Sitting
S012C001P018R002A009,NTU,stand_up,low_risk,3.2133,2.2393,0.2192,0.0071,5.5797,0.0951,0.0263,0.0232,Standing
S012C001P018R002A042,NTU,staggering,moderate_risk,2.4421,1.6346,0.2704,0.0142,6.3931,0.0309,0.0536,0.0243,Walking
S012C001P018R002A043,NTU,falling_down,high_risk,10.7626,4.5465,0.1629,0.0132,4.7658,0.2098,0.0539,0.0484,Lying
S012C001P019R001A008,NTU,sit_down,low_risk,13.9758,14.2975,0.1831,0.0216,4.2029,0.1428,0.1123,0.2886,Sitting
S012C001P019R001A009,NTU,stand_up,low_risk,7.5161,5.6865,0.1755,0.0077,4.8201,0.2151,0.0501,0.0408,Standing
S012C001P019R001A042,NTU,staggering,moderate_risk,3.7459,1.8387,0.2398,0.014,5.6218,0.0287,0.0569,0.0184,Walking
S012C001P019R001A043,NTU,falling_down,high_risk,27.7929,18.6638,0.1824,0.0229,4.1163,0.2534,0.0724,0.1821,Lying
S012C001P019R002A008,NTU,sit_down,low_risk,16.0362,11.7477,0.1535,0.0167,4.2574,0.1338,0.0676,0.082,Sitting
S012C001P019R002A009,NTU,stand_up,low_risk,9.4427,9.5156,0.1248,0.0104,4.3645,0.2021,0.0486,0.0497,Standing
S012C001P019R002A042,NTU,staggering,moderate_risk,2.6133,2.089,0.2392,0.012,5.7734,0.0248,0.0546,0.0231,Walking
S012C001P019R002A043,NTU,falling_down,high_risk,14.4941,9.037,0.1492,0.0179,4.3011,0.3149,0.0566,0.2316,Lying
S012C001P025R001A008,NTU,sit_down,low_risk,9.2472,6.4188,0.1194,0.0116,4.2836,0.1496,0.0621,0.0619,Sitting
S012C001P025R001A009,NTU,stand_up,low_risk,12.1838,6.0888,0.1926,0.0126,4.6344,0.2048,0.0601,0.0407,Standing
S012C001P025R001A042,NTU,staggering,moderate_risk,9.7991,10.9225,0.2578,0.0268,5.0446,0.1508,0.1448,0.159,Walking
S012C001P025R001A043,NTU,falling_down,high_risk,31.5633,19.9614,0.264,0.021,4.0139,0.3222,0.0943,0.1911,Lying
S012C001P025R002A008,NTU,sit_down,low_risk,10.4207,19.2779,0.1861,0.0207,4.0177,0.1527,0.0962,0.2709,Sitting
S012C001P025R002A009,NTU,stand_up,low_risk,6.8007,4.3694,0.2071,0.0131,4.494,0.2234,0.0606,0.0533,Standing
S012C001P025R002A042,NTU,staggering,moderate_risk,19.8984,13.0457,0.2632,0.0177,5.1641,0.1066,0.0871,0.0756,Walking
S012C001P025R002A043,NTU,falling_down,high_risk,57.9116,31.9789,0.4564,0.0309,4.156,0.2494,0.0701,0.4751,Lying
S012C001P027R001A008,NTU,sit_down,low_risk,7.5881,9.0689,0.141,0.016,4.5393,0.1634,0.0795,0.1896,Sitting
S012C001P027R001A009,NTU,stand_up,low_risk,17.081,20.7324,0.1736,0.0116,4.9555,0.2429,0.048,0.2191,Standing
S012C001P027R001A042,NTU,staggering,moderate_risk,11.9299,9.0313,0.2396,0.0232,5.1516,0.0859,0.0924,0.0916,Walking
S012C001P027R001A043,NTU,falling_down,high_risk,24.3072,20.1206,0.1453,0.0184,3.8274,0.2951,0.0791,0.2069,Lying
S012C001P027R002A008,NTU,sit_down,low_risk,26.7476,24.4169,0.1609,0.0178,4.422,0.1648,0.078,0.2558,Sitting
S012C001P027R002A009,NTU,stand_up,low_risk,13.8708,16.3744,0.2167,0.0068,5.2061,0.2076,0.0395,0.1846,Standing
S012C001P027R002A042,NTU,staggering,moderate_risk,9.8151,8.3897,0.2644,0.0194,5.0213,0.0698,0.0771,0.0816,Walking
S012C001P027R002A043,NTU,falling_down,high_risk,32.5643,33.8356,0.3034,0.019,5.0541,0.1831,0.1235,0.3937,Lying
S012C001P028R001A008,NTU,sit_down,low_risk,25.0743,23.6183,0.283,0.1687,4.1429,0.8661,1.012,0.2819,Sitting
S012C001P028R001A009,NTU,stand_up,low_risk,0.6656,1.1938,0.2174,0.0163,5.638,0.7182,0.0609,0.6863,Standing
S012C001P028R001A042,NTU,staggering,moderate_risk,7.9316,6.0465,0.2444,0.0366,5.163,0.0641,0.1589,0.1139,Walking
S012C001P028R001A043,NTU,falling_down,high_risk,31.7766,20.89,0.153,0.0323,3.405,0.4417,0.0907,0.2683,Lying
S012C001P028R002A008,NTU,sit_down,low_risk,3.5771,1.7551,0.151,0.012,4.6183,0.1022,0.0419,0.0507,Sitting
S012C001P028R002A009,NTU,stand_up,low_risk,1.8483,1.6686,0.2021,0.0051,5.2394,0.1172,0.0279,0.0726,Standing
S012C001P028R002A042,NTU,staggering,moderate_risk,19.2409,8.3986,0.2621,0.0258,5.1054,0.0415,0.127,0.0784,Walking
S012C001P028R002A043,NTU,falling_down,high_risk,32.439,25.0983,0.1363,0.0444,3.7595,0.2966,0.108,0.2547,Lying
S012C001P037R001A008,NTU,sit_down,low_risk,8.8149,5.4604,0.1303,0.0082,4.3758,0.1685,0.0428,0.037,Sitting
S012C001P037R001A009,NTU,stand_up,low_risk,11.5288,12.7046,0.2018,0.0079,5.0347,0.2056,0.0419,0.1214,Standing
S012C001P037R001A042,NTU,staggering,moderate_risk,9.346,4.6799,0.2418,0.0122,5.727,0.0269,0.0666,0.0263,Walking
S012C001P037R001A043,NTU,falling_down,high_risk,4.1892,2.8561,0.1536,0.0191,4.7022,0.1865,0.0843,0.0844,Lying
S012C001P037R002A008,NTU,sit_down,low_risk,14.4775,10.9609,0.1306,0.0128,4.3422,0.168,0.0499,0.0799,Sitting
S012C001P037R002A009,NTU,stand_up,low_risk,18.9187,16.946,0.1695,0.0136,4.2598,0.2574,0.0536,0.115,Standing
S012C001P037R002A042,NTU,staggering,moderate_risk,4.4097,3.2627,0.2304,0.0158,5.4065,0.0539,0.0716,0.0401,Walking
S012C001P037R002A043,NTU,falling_down,high_risk,29.8298,14.4701,0.2191,0.0173,4.2225,0.2088,0.0671,0.1374,Lying
S012C002P007R001A008,NTU,sit_down,low_risk,21.6551,10.4848,0.1167,0.0176,4.915,0.0953,0.07,0.0591,Sitting
S012C002P007R001A009,NTU,stand_up,low_risk,9.6722,9.3843,0.1671,0.0154,4.6901,0.1772,0.0633,0.0573,Standing
S012C002P007R001A042,NTU,staggering,moderate_risk,11.5225,6.4571,0.2337,0.0237,5.6867,0.0336,0.0985,0.0862,Walking
S012C002P007R001A043,NTU,falling_down,high_risk,14.4692,11.4289,0.2103,0.0183,4.4598,0.3029,0.0789,0.1485,Lying
S012C002P007R002A008,NTU,sit_down,low_risk,12.8868,17.1837,0.1802,0.0217,4.7921,0.1853,0.11,0.2429,Sitting
S012C002P007R002A009,NTU,stand_up,low_risk,1.4901,0.858,0.1498,0.0047,5.0918,0.1342,0.0326,0.0592,Standing
S012C002P007R002A042,NTU,staggering,moderate_risk,8.0579,7.5184,0.2517,0.04,4.6395,0.0947,0.1554,0.1044,Walking
S012C002P007R002A043,NTU,falling_down,high_risk,6.8994,10.2579,0.2242,0.0153,4.6529,0.2093,0.0773,0.2018,Lying
S012C002P008R001A008,NTU,sit_down,low_risk,30.7457,13.474,0.1661,0.0359,4.7147,0.1609,0.1111,0.1242,Sitting
S012C002P008R001A009,NTU,stand_up,low_risk,15.55,13.1981,0.1534,0.0164,5.2013,0.1785,0.0738,0.075,Standing
S012C002P008R001A042,NTU,staggering,moderate_risk,16.426,15.1406,0.2506,0.0332,5.906,0.0948,0.1975,0.2487,Walking
S012C002P008R001A043,NTU,falling_down,high_risk,7.9107,5.0117,0.181,0.0249,4.0144,0.3811,0.0832,0.1498,Lying
S012C002P008R002A008,NTU,sit_down,low_risk,16.7332,11.111,0.1769,0.02,4.5994,0.1791,0.1047,0.2444,Sitting
S012C002P008R002A009,NTU,stand_up,low_risk,16.8537,18.4847,0.2269,0.0253,5.2525,0.2966,0.123,0.2328,Standing
S012C002P008R002A042,NTU,staggering,moderate_risk,10.568,9.9488,0.2078,0.033,5.17,0.1253,0.2322,0.2006,Walking
S012C002P008R002A043,NTU,falling_down,high_risk,53.1148,27.3527,0.2966,0.0256,4.0851,0.206,0.0581,0.2826,Lying
S012C002P015R001A008,NTU,sit_down,low_risk,6.4758,5.478,0.1353,0.0138,3.6523,0.1143,0.0394,0.0295,Sitting
S012C002P015R001A009,NTU,stand_up,low_risk,12.522,5.0538,0.1371,0.0135,4.144,0.0941,0.0442,0.0352,Standing
S012C002P015R001A042,NTU,staggering,moderate_risk,4.3904,2.3002,0.3036,0.0155,6.4684,0.0645,0.0911,0.0468,Walking
S012C002P015R001A043,NTU,falling_down,high_risk,35.1105,19.5694,0.3628,0.0215,4.2982,0.2207,0.0719,0.2093,Lying
S012C002P015R002A008,NTU,sit_down,low_risk,4.2275,3.3578,0.2271,0.0077,4.4465,0.1011,0.0385,0.082,Sitting
S012C002P015R002A009,NTU,stand_up,low_risk,1.0449,0.7206,0.1928,0.0048,4.8417,0.1049,0.0256,0.0637,Standing
S012C002P015R002A042,NTU,staggering,moderate_risk,3.0664,1.9736,0.2494,0.0222,5.6778,0.0401,0.0593,0.0201,Walking
S012C002P015R002A043,NTU,falling_down,high_risk,9.6091,7.632,0.3349,0.0128,5.0019,0.1399,0.0628,0.1765,Lying
S012C002P016R001A008,NTU,sit_down,low_risk,17.2999,10.95,0.1251,0.0198,4.6991,0.1559,0.0594,0.079,Sitting
S012C002P016R001A009,NTU,stand_up,low_risk,10.4781,7.0106,0.1775,0.0221,4.5838,0.1479,0.0814,0.0528,Standing
S012C002P016R001A042,NTU,staggering,moderate_risk,5.1201,3.5847,0.2507,0.0381,5.5123,0.0459,0.1573,0.0542,Walking
S012C002P016R001A043,NTU,falling_down,high_risk,26.5386,13.3123,0.2106,0.0204,4.2915,0.245,0.071,0.1368,Lying
S012C002P016R002A008,NTU,sit_down,low_risk,2.9347,2.6323,0.1522,0.0092,4.5539,0.1131,0.0546,0.0935,Sitting
S012C002P016R002A009,NTU,stand_up,low_risk,2.7566,2.8861,0.1828,0.006,4.6974,0.1582,0.038,0.1642,Standing
S012C002P016R002A042,NTU,staggering,moderate_risk,3.1991,1.7667,0.2134,0.0187,5.3706,0.0309,0.0803,0.0219,Walking
S012C002P016R002A043,NTU,falling_down,high_risk,13.3557,11.3295,0.1715,0.0141,3.7481,0.2763,0.056,0.1332,Lying
S012C002P017R001A008,NTU,sit_down,low_risk,17.3357,11.3634,0.1928,0.0541,4.626,0.1147,0.1283,0.0931,Sitting
S012C002P017R001A009,NTU,stand_up,low_risk,10.2988,8.4057,0.2109,0.0327,4.9697,0.1143,0.1041,0.043,Standing
S012C002P017R001A042,NTU,staggering,moderate_risk,2.708,1.8137,0.2501,0.0784,4.4686,0.0942,0.1819,0.0297,Walking
S012C002P017R001A043,NTU,falling_down,high_risk,33.583,22.0176,0.2071,0.0365,4.0658,0.1196,0.0885,0.1449,Lying
S012C002P017R002A008,NTU,sit_down,low_risk,5.4879,6.3985,0.1731,0.0688,3.4928,0.2425,0.157,0.2141,Sitting
S012C002P017R002A009,NTU,stand_up,low_risk,7.3408,6.9734,0.1711,0.0369,3.4405,0.2836,0.0942,0.1654,Standing
S012C002P017R002A042,NTU,staggering,moderate_risk,3.228,2.1026,0.1938,0.0548,4.564,0.0971,0.1196,0.0196,Walking
S012C002P017R002A043,NTU,falling_down,high_risk,19.1825,15.2453,0.3212,0.0284,3.4198,0.2088,0.0794,0.275,Lying
S012C002P018R001A008,NTU,sit_down,low_risk,4.774,4.0604,0.1551,0.0181,4.3574,0.1122,0.0545,0.0419,Sitting
S012C002P018R001A009,NTU,stand_up,low_risk,4.5769,3.6503,0.105,0.016,4.7166,0.1115,0.0425,0.0371,Standing
S012C002P018R001A042,NTU,staggering,moderate_risk,5.1152,3.9646,0.3193,0.0156,6.1662,0.0412,0.0764,0.0402,Walking
S012C002P018R001A043,NTU,falling_down,high_risk,22.9301,11.5877,0.2241,0.0157,5.0769,0.2849,0.0629,0.1293,Lying
S012C002P018R002A008,NTU,sit_down,low_risk,3.133,1.2355,0.1772,0.005,4.8166,0.072,0.0294,0.0792,Sitting
S012C002P018R002A009,NTU,stand_up,low_risk,2.9573,3.143,0.2064,0.0051,5.5667,0.0788,0.0259,0.0384,Standing
S012C002P018R002A042,NTU,staggering,moderate_risk,2.543,1.7673,0.2196,0.0081,5.656,0.0317,0.0358,0.0215,Walking
S012C002P018R002A043,NTU,falling_down,high_risk,16.3293,13.4659,0.2498,0.014,4.4436,0.1824,0.0559,0.1877,Lying
S012C002P019R001A008,NTU,sit_down,low_risk,29.1824,22.0032,0.1738,0.0198,4.5452,0.1219,0.082,0.1641,Sitting
S012C002P019R001A009,NTU,stand_up,low_risk,10.7991,11.8866,0.1745,0.0165,5.0964,0.2086,0.0731,0.0767,Standing
