sequence_id,dataset,action_code,label,risk_level,frame_count,joint_count,coordinate_count,pose_shape,pose_array_path
S012C002P027R001A043,NTU,A043,falling_down,high_risk,64,25,3,"(64, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C002P027R001A043.npy
S012C002P027R002A008,NTU,A008,sit_down,low_risk,68,25,3,"(68, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C002P027R002A008.npy
S012C002P027R002A009,NTU,A009,stand_up,low_risk,52,25,3,"(52, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C002P027R002A009.npy
S012C002P027R002A042,NTU,A042,staggering,moderate_risk,93,25,3,"(93, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C002P027R002A042.npy
S012C002P027R002A043,NTU,A043,falling_down,high_risk,59,25,3,"(59, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C002P027R002A043.npy
S012C002P028R001A008,NTU,A008,sit_down,low_risk,75,25,3,"(75, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C002P028R001A008.npy
S012C002P028R001A009,NTU,A009,stand_up,low_risk,81,25,3,"(81, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C002P028R001A009.npy
S012C002P028R001A042,NTU,A042,staggering,moderate_risk,130,25,3,"(130, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C002P028R001A042.npy
S012C002P028R001A043,NTU,A043,falling_down,high_risk,57,25,3,"(57, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C002P028R001A043.npy
S012C002P028R002A008,NTU,A008,sit_down,low_risk,75,25,3,"(75, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C002P028R002A008.npy
S012C002P028R002A009,NTU,A009,stand_up,low_risk,55,25,3,"(55, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C002P028R002A009.npy
S012C002P028R002A042,NTU,A042,staggering,moderate_risk,117,25,3,"(117, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C002P028R002A042.npy
S012C002P028R002A043,NTU,A043,falling_down,high_risk,50,25,3,"(50, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C002P028R002A043.npy
S012C002P037R001A008,NTU,A008,sit_down,low_risk,60,25,3,"(60, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C002P037R001A008.npy
S012C002P037R001A009,NTU,A009,stand_up,low_risk,54,25,3,"(54, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C002P037R001A009.npy
S012C002P037R001A042,NTU,A042,staggering,moderate_risk,148,25,3,"(148, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C002P037R001A042.npy
S012C002P037R001A043,NTU,A043,falling_down,high_risk,70,25,3,"(70, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C002P037R001A043.npy
S012C002P037R002A008,NTU,A008,sit_down,low_risk,62,25,3,"(62, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C002P037R002A008.npy
S012C002P037R002A009,NTU,A009,stand_up,low_risk,61,25,3,"(61, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C002P037R002A009.npy
S012C002P037R002A042,NTU,A042,staggering,moderate_risk,99,25,3,"(99, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C002P037R002A042.npy
S012C002P037R002A043,NTU,A043,falling_down,high_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C002P037R002A043.npy
S012C003P007R001A008,NTU,A008,sit_down,low_risk,86,25,3,"(86, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P007R001A008.npy
S012C003P007R001A009,NTU,A009,stand_up,low_risk,54,25,3,"(54, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P007R001A009.npy
S012C003P007R001A042,NTU,A042,staggering,moderate_risk,98,25,3,"(98, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P007R001A042.npy
S012C003P007R001A043,NTU,A043,falling_down,high_risk,60,25,3,"(60, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P007R001A043.npy
S012C003P007R002A008,NTU,A008,sit_down,low_risk,78,25,3,"(78, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P007R002A008.npy
S012C003P007R002A009,NTU,A009,stand_up,low_risk,59,25,3,"(59, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P007R002A009.npy
S012C003P007R002A042,NTU,A042,staggering,moderate_risk,143,25,3,"(143, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P007R002A042.npy
S012C003P007R002A043,NTU,A043,falling_down,high_risk,66,25,3,"(66, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P007R002A043.npy
S012C003P008R001A008,NTU,A008,sit_down,low_risk,97,25,3,"(97, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P008R001A008.npy
S012C003P008R001A009,NTU,A009,stand_up,low_risk,79,25,3,"(79, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P008R001A009.npy
S012C003P008R001A042,NTU,A042,staggering,moderate_risk,159,25,3,"(159, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P008R001A042.npy
S012C003P008R001A043,NTU,A043,falling_down,high_risk,77,25,3,"(77, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P008R001A043.npy
S012C003P008R002A008,NTU,A008,sit_down,low_risk,92,25,3,"(92, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P008R002A008.npy
S012C003P008R002A009,NTU,A009,stand_up,low_risk,66,25,3,"(66, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P008R002A009.npy
S012C003P008R002A042,NTU,A042,staggering,moderate_risk,165,25,3,"(165, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P008R002A042.npy
S012C003P008R002A043,NTU,A043,falling_down,high_risk,74,25,3,"(74, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P008R002A043.npy
S012C003P015R001A008,NTU,A008,sit_down,low_risk,66,25,3,"(66, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P015R001A008.npy
S012C003P015R001A009,NTU,A009,stand_up,low_risk,61,25,3,"(61, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P015R001A009.npy
S012C003P015R001A042,NTU,A042,staggering,moderate_risk,94,25,3,"(94, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P015R001A042.npy
S012C003P015R001A043,NTU,A043,falling_down,high_risk,45,25,3,"(45, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P015R001A043.npy
S012C003P015R002A008,NTU,A008,sit_down,low_risk,60,25,3,"(60, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P015R002A008.npy
S012C003P015R002A009,NTU,A009,stand_up,low_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P015R002A009.npy
S012C003P015R002A042,NTU,A042,staggering,moderate_risk,98,25,3,"(98, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P015R002A042.npy
S012C003P015R002A043,NTU,A043,falling_down,high_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P015R002A043.npy
S012C003P016R001A008,NTU,A008,sit_down,low_risk,75,25,3,"(75, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P016R001A008.npy
S012C003P016R001A009,NTU,A009,stand_up,low_risk,82,25,3,"(82, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P016R001A009.npy
S012C003P016R001A042,NTU,A042,staggering,moderate_risk,119,25,3,"(119, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P016R001A042.npy
S012C003P016R001A043,NTU,A043,falling_down,high_risk,55,25,3,"(55, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P016R001A043.npy
S012C003P016R002A008,NTU,A008,sit_down,low_risk,84,25,3,"(84, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P016R002A008.npy
S012C003P016R002A009,NTU,A009,stand_up,low_risk,73,25,3,"(73, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P016R002A009.npy
S012C003P016R002A042,NTU,A042,staggering,moderate_risk,130,25,3,"(130, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P016R002A042.npy
S012C003P016R002A043,NTU,A043,falling_down,high_risk,63,25,3,"(63, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P016R002A043.npy
S012C003P017R001A008,NTU,A008,sit_down,low_risk,83,25,3,"(83, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P017R001A008.npy
S012C003P017R001A009,NTU,A009,stand_up,low_risk,78,25,3,"(78, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P017R001A009.npy
S012C003P017R001A042,NTU,A042,staggering,moderate_risk,110,25,3,"(110, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P017R001A042.npy
S012C003P017R001A043,NTU,A043,falling_down,high_risk,60,25,3,"(60, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P017R001A043.npy
S012C003P017R002A008,NTU,A008,sit_down,low_risk,102,25,3,"(102, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P017R002A008.npy
S012C003P017R002A009,NTU,A009,stand_up,low_risk,70,25,3,"(70, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P017R002A009.npy
S012C003P017R002A042,NTU,A042,staggering,moderate_risk,146,25,3,"(146, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P017R002A042.npy
S012C003P017R002A043,NTU,A043,falling_down,high_risk,57,25,3,"(57, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P017R002A043.npy
S012C003P018R001A008,NTU,A008,sit_down,low_risk,66,25,3,"(66, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P018R001A008.npy
S012C003P018R001A009,NTU,A009,stand_up,low_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P018R001A009.npy
S012C003P018R001A042,NTU,A042,staggering,moderate_risk,86,25,3,"(86, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P018R001A042.npy
S012C003P018R001A043,NTU,A043,falling_down,high_risk,48,25,3,"(48, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P018R001A043.npy
S012C003P018R002A008,NTU,A008,sit_down,low_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P018R002A008.npy
S012C003P018R002A009,NTU,A009,stand_up,low_risk,48,25,3,"(48, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P018R002A009.npy
S012C003P018R002A042,NTU,A042,staggering,moderate_risk,90,25,3,"(90, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P018R002A042.npy
S012C003P018R002A043,NTU,A043,falling_down,high_risk,46,25,3,"(46, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P018R002A043.npy
S012C003P019R001A008,NTU,A008,sit_down,low_risk,91,25,3,"(91, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P019R001A008.npy
S012C003P019R001A009,NTU,A009,stand_up,low_risk,66,25,3,"(66, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P019R001A009.npy
S012C003P019R001A042,NTU,A042,staggering,moderate_risk,108,25,3,"(108, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P019R001A042.npy
S012C003P019R001A043,NTU,A043,falling_down,high_risk,63,25,3,"(63, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P019R001A043.npy
S012C003P019R002A008,NTU,A008,sit_down,low_risk,81,25,3,"(81, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P019R002A008.npy
S012C003P019R002A009,NTU,A009,stand_up,low_risk,61,25,3,"(61, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P019R002A009.npy
S012C003P019R002A042,NTU,A042,staggering,moderate_risk,116,25,3,"(116, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P019R002A042.npy
S012C003P019R002A043,NTU,A043,falling_down,high_risk,58,25,3,"(58, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P019R002A043.npy
S012C003P025R001A008,NTU,A008,sit_down,low_risk,75,25,3,"(75, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P025R001A008.npy
S012C003P025R001A009,NTU,A009,stand_up,low_risk,80,25,3,"(80, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P025R001A009.npy
S012C003P025R001A042,NTU,A042,staggering,moderate_risk,92,25,3,"(92, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P025R001A042.npy
S012C003P025R001A043,NTU,A043,falling_down,high_risk,56,25,3,"(56, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P025R001A043.npy
S012C003P025R002A008,NTU,A008,sit_down,low_risk,85,25,3,"(85, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P025R002A008.npy
S012C003P025R002A009,NTU,A009,stand_up,low_risk,92,25,3,"(92, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P025R002A009.npy
S012C003P025R002A042,NTU,A042,staggering,moderate_risk,83,25,3,"(83, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P025R002A042.npy
S012C003P025R002A043,NTU,A043,falling_down,high_risk,61,25,3,"(61, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P025R002A043.npy
S012C003P027R001A008,NTU,A008,sit_down,low_risk,71,25,3,"(71, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P027R001A008.npy
S012C003P027R001A009,NTU,A009,stand_up,low_risk,71,25,3,"(71, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P027R001A009.npy
S012C003P027R001A042,NTU,A042,staggering,moderate_risk,94,25,3,"(94, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P027R001A042.npy
S012C003P027R001A043,NTU,A043,falling_down,high_risk,63,25,3,"(63, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P027R001A043.npy
S012C003P027R002A008,NTU,A008,sit_down,low_risk,67,25,3,"(67, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P027R002A008.npy
S012C003P027R002A009,NTU,A009,stand_up,low_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P027R002A009.npy
S012C003P027R002A042,NTU,A042,staggering,moderate_risk,93,25,3,"(93, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P027R002A042.npy
S012C003P027R002A043,NTU,A043,falling_down,high_risk,59,25,3,"(59, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P027R002A043.npy
S012C003P028R001A008,NTU,A008,sit_down,low_risk,75,25,3,"(75, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P028R001A008.npy
S012C003P028R001A009,NTU,A009,stand_up,low_risk,82,25,3,"(82, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P028R001A009.npy
S012C003P028R001A042,NTU,A042,staggering,moderate_risk,129,25,3,"(129, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P028R001A042.npy
S012C003P028R001A043,NTU,A043,falling_down,high_risk,58,25,3,"(58, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P028R001A043.npy
S012C003P028R002A008,NTU,A008,sit_down,low_risk,74,25,3,"(74, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P028R002A008.npy
S012C003P028R002A009,NTU,A009,stand_up,low_risk,57,25,3,"(57, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P028R002A009.npy
S012C003P028R002A042,NTU,A042,staggering,moderate_risk,117,25,3,"(117, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P028R002A042.npy
S012C003P028R002A043,NTU,A043,falling_down,high_risk,50,25,3,"(50, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P028R002A043.npy
S012C003P037R001A008,NTU,A008,sit_down,low_risk,60,25,3,"(60, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P037R001A008.npy
S012C003P037R001A009,NTU,A009,stand_up,low_risk,53,25,3,"(53, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P037R001A009.npy
S012C003P037R001A042,NTU,A042,staggering,moderate_risk,147,25,3,"(147, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P037R001A042.npy
S012C003P037R001A043,NTU,A043,falling_down,high_risk,69,25,3,"(69, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P037R001A043.npy
S012C003P037R002A008,NTU,A008,sit_down,low_risk,62,25,3,"(62, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S012C003P037R002A008.npy
S012C003P037R002A009,NTU,A009,stand_up,low_risk,61,25,3,"(61, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S012C003P037R002A009.npy
S012C003P037R002A042,NTU,A042,staggering,moderate_risk,98,25,3,"(98, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S012C003P037R002A042.npy
S012C003P037R002A043,NTU,A043,falling_down,high_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S012C003P037R002A043.npy
S013C001P007R001A008,NTU,A008,sit_down,low_risk,62,25,3,"(62, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P007R001A008.npy
S013C001P007R001A009,NTU,A009,stand_up,low_risk,68,25,3,"(68, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P007R001A009.npy
S013C001P007R001A042,NTU,A042,staggering,moderate_risk,117,25,3,"(117, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P007R001A042.npy
S013C001P007R001A043,NTU,A043,falling_down,high_risk,68,25,3,"(68, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P007R001A043.npy
S013C001P007R002A008,NTU,A008,sit_down,low_risk,92,25,3,"(92, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P007R002A008.npy
S013C001P007R002A009,NTU,A009,stand_up,low_risk,80,25,3,"(80, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P007R002A009.npy
S013C001P007R002A042,NTU,A042,staggering,moderate_risk,97,25,3,"(97, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P007R002A042.npy
S013C001P007R002A043,NTU,A043,falling_down,high_risk,61,25,3,"(61, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P007R002A043.npy
S013C001P008R001A008,NTU,A008,sit_down,low_risk,80,25,3,"(80, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P008R001A008.npy
S013C001P008R001A009,NTU,A009,stand_up,low_risk,61,25,3,"(61, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P008R001A009.npy
S013C001P008R001A042,NTU,A042,staggering,moderate_risk,106,25,3,"(106, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P008R001A042.npy
S013C001P008R001A043,NTU,A043,falling_down,high_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P008R001A043.npy
S013C001P008R002A008,NTU,A008,sit_down,low_risk,73,25,3,"(73, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P008R002A008.npy
S013C001P008R002A009,NTU,A009,stand_up,low_risk,67,25,3,"(67, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P008R002A009.npy
S013C001P008R002A042,NTU,A042,staggering,moderate_risk,91,25,3,"(91, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P008R002A042.npy
S013C001P008R002A043,NTU,A043,falling_down,high_risk,59,25,3,"(59, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P008R002A043.npy
S013C001P015R001A008,NTU,A008,sit_down,low_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P015R001A008.npy
S013C001P015R001A009,NTU,A009,stand_up,low_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P015R001A009.npy
S013C001P015R001A042,NTU,A042,staggering,moderate_risk,77,25,3,"(77, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P015R001A042.npy
S013C001P015R001A043,NTU,A043,falling_down,high_risk,41,25,3,"(41, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P015R001A043.npy
S013C001P015R002A008,NTU,A008,sit_down,low_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P015R002A008.npy
S013C001P015R002A009,NTU,A009,stand_up,low_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P015R002A009.npy
S013C001P015R002A042,NTU,A042,staggering,moderate_risk,74,25,3,"(74, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P015R002A042.npy
S013C001P015R002A043,NTU,A043,falling_down,high_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P015R002A043.npy
S013C001P016R001A008,NTU,A008,sit_down,low_risk,49,25,3,"(49, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P016R001A008.npy
S013C001P016R001A009,NTU,A009,stand_up,low_risk,45,25,3,"(45, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P016R001A009.npy
S013C001P016R001A042,NTU,A042,staggering,moderate_risk,158,25,3,"(158, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P016R001A042.npy
S013C001P016R001A043,NTU,A043,falling_down,high_risk,53,25,3,"(53, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P016R001A043.npy
S013C001P016R002A008,NTU,A008,sit_down,low_risk,65,25,3,"(65, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P016R002A008.npy
S013C001P016R002A009,NTU,A009,stand_up,low_risk,53,25,3,"(53, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P016R002A009.npy
S013C001P016R002A042,NTU,A042,staggering,moderate_risk,91,25,3,"(91, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P016R002A042.npy
S013C001P016R002A043,NTU,A043,falling_down,high_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P016R002A043.npy
S013C001P017R001A008,NTU,A008,sit_down,low_risk,70,25,3,"(70, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P017R001A008.npy
S013C001P017R001A009,NTU,A009,stand_up,low_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P017R001A009.npy
