sequence_id,dataset,risk_level
S012C002P025R001A043,NTU,high_risk
S012C002P025R002A008,NTU,low_risk
S012C002P025R002A009,NTU,low_risk
S012C002P025R002A042,NTU,moderate_risk
S012C002P025R002A043,NTU,high_risk
S012C002P027R001A008,NTU,low_risk
S012C002P027R001A009,NTU,low_risk
S012C002P027R001A042,NTU,moderate_risk
S012C002P027R001A043,NTU,high_risk
S012C002P027R002A008,NTU,low_risk
S012C002P027R002A009,NTU,low_risk
S012C002P027R002A042,NTU,moderate_risk
S012C002P027R002A043,NTU,high_risk
S012C002P037R001A008,NTU,low_risk
S012C002P037R001A009,NTU,low_risk
S012C002P037R001A042,NTU,moderate_risk
S012C002P037R001A043,NTU,high_risk
S012C002P037R002A008,NTU,low_risk
S012C002P037R002A009,NTU,low_risk
S012C002P037R002A042,NTU,moderate_risk
S012C002P037R002A043,NTU,high_risk
S012C003P007R001A008,NTU,low_risk
S012C003P007R001A009,NTU,low_risk
S012C003P007R001A042,NTU,moderate_risk
S012C003P007R001A043,NTU,high_risk
S012C003P007R002A008,NTU,low_risk
S012C003P007R002A009,NTU,low_risk
S012C003P007R002A042,NTU,moderate_risk
S012C003P007R002A043,NTU,high_risk
S012C003P008R001A008,NTU,low_risk
S012C003P008R001A009,NTU,low_risk
S012C003P008R001A042,NTU,moderate_risk
S012C003P008R001A043,NTU,high_risk
S012C003P008R002A008,NTU,low_risk
S012C003P008R002A009,NTU,low_risk
S012C003P008R002A042,NTU,moderate_risk
S012C003P008R002A043,NTU,high_risk
S012C003P015R001A008,NTU,low_risk
S012C003P015R001A009,NTU,low_risk
S012C003P015R001A042,NTU,moderate_risk
S012C003P015R001A043,NTU,high_risk
S012C003P015R002A008,NTU,low_risk
S012C003P015R002A009,NTU,low_risk
S012C003P015R002A042,NTU,moderate_risk
S012C003P015R002A043,NTU,high_risk
S012C003P016R001A008,NTU,low_risk
S012C003P016R001A009,NTU,low_risk
S012C003P016R001A042,NTU,moderate_risk
S012C003P016R001A043,NTU,high_risk
S012C003P016R002A008,NTU,low_risk
S012C003P016R002A009,NTU,low_risk
S012C003P016R002A042,NTU,moderate_risk
S012C003P016R002A043,NTU,high_risk
S012C003P017R001A008,NTU,low_risk
S012C003P017R001A009,NTU,low_risk
S012C003P017R001A042,NTU,moderate_risk
S012C003P017R001A043,NTU,high_risk
S012C003P017R002A008,NTU,low_risk
S012C003P017R002A009,NTU,low_risk
S012C003P017R002A042,NTU,moderate_risk
S012C003P017R002A043,NTU,high_risk
S012C003P018R001A008,NTU,low_risk
S012C003P018R001A009,NTU,low_risk
S012C003P018R001A042,NTU,moderate_risk
S012C003P018R001A043,NTU,high_risk
S012C003P018R002A008,NTU,low_risk
S012C003P018R002A009,NTU,low_risk
S012C003P018R002A042,NTU,moderate_risk
S012C003P018R002A043,NTU,high_risk
S012C003P025R001A008,NTU,low_risk
S012C003P025R001A009,NTU,low_risk
S012C003P025R001A042,NTU,moderate_risk
S012C003P025R001A043,NTU,high_risk
S012C003P025R002A008,NTU,low_risk
S012C003P025R002A009,NTU,low_risk
S012C003P025R002A042,NTU,moderate_risk
S012C003P025R002A043,NTU,high_risk
S012C003P027R001A008,NTU,low_risk
S012C003P027R001A009,NTU,low_risk
S012C003P027R001A042,NTU,moderate_risk
S012C003P027R001A043,NTU,high_risk
S012C003P027R002A008,NTU,low_risk
S012C003P027R002A009,NTU,low_risk
S012C003P027R002A042,NTU,moderate_risk
S012C003P027R002A043,NTU,high_risk
S012C003P037R001A008,NTU,low_risk
S012C003P037R001A009,NTU,low_risk
S012C003P037R001A042,NTU,moderate_risk
S012C003P037R001A043,NTU,high_risk
S012C003P037R002A008,NTU,low_risk
S012C003P037R002A009,NTU,low_risk
S012C003P037R002A042,NTU,moderate_risk
S012C003P037R002A043,NTU,high_risk
S013C002P007R001A008,NTU,low_risk
S013C002P007R001A009,NTU,low_risk
S013C002P007R001A042,NTU,moderate_risk
S013C002P007R001A043,NTU,high_risk
S013C002P007R002A008,NTU,low_risk
S013C002P007R002A009,NTU,low_risk
S013C002P007R002A042,NTU,moderate_risk
S013C002P007R002A043,NTU,high_risk
S013C002P008R001A008,NTU,low_risk
S013C002P008R001A009,NTU,low_risk
S013C002P008R001A042,NTU,moderate_risk
S013C002P008R001A043,NTU,high_risk
S013C002P008R002A008,NTU,low_risk
S013C002P008R002A009,NTU,low_risk
S013C002P008R002A042,NTU,moderate_risk
S013C002P008R002A043,NTU,high_risk
S013C002P015R001A008,NTU,low_risk
S013C002P015R001A009,NTU,low_risk
S013C002P015R001A042,NTU,moderate_risk
S013C002P015R001A043,NTU,high_risk
S013C002P015R002A008,NTU,low_risk
S013C002P015R002A009,NTU,low_risk
S013C002P015R002A042,NTU,moderate_risk
S013C002P015R002A043,NTU,high_risk
S013C002P016R001A008,NTU,low_risk
S013C002P016R001A009,NTU,low_risk
S013C002P016R001A042,NTU,moderate_risk
S013C002P016R001A043,NTU,high_risk
S013C002P016R002A008,NTU,low_risk
S013C002P016R002A009,NTU,low_risk
S013C002P016R002A042,NTU,moderate_risk
S013C002P016R002A043,NTU,high_risk
S013C002P017R001A008,NTU,low_risk
S013C002P017R001A009,NTU,low_risk
S013C002P017R001A042,NTU,moderate_risk
S013C002P017R001A043,NTU,high_risk
S013C002P017R002A008,NTU,low_risk
S013C002P017R002A009,NTU,low_risk
S013C002P017R002A042,NTU,moderate_risk
S013C002P017R002A043,NTU,high_risk
S013C002P018R001A008,NTU,low_risk
S013C002P018R001A009,NTU,low_risk
S013C002P018R001A042,NTU,moderate_risk
S013C002P018R001A043,NTU,high_risk
S013C002P018R002A008,NTU,low_risk
S013C002P018R002A009,NTU,low_risk
S013C002P018R002A042,NTU,moderate_risk
S013C002P018R002A043,NTU,high_risk
S013C002P025R001A008,NTU,low_risk
S013C002P025R001A009,NTU,low_risk
S013C002P025R001A042,NTU,moderate_risk
S013C002P025R001A043,NTU,high_risk
S013C002P025R002A008,NTU,low_risk
S013C002P025R002A009,NTU,low_risk
S013C002P025R002A042,NTU,moderate_risk
S013C002P025R002A043,NTU,high_risk
S013C002P027R001A008,NTU,low_risk
S013C002P027R001A009,NTU,low_risk
S013C002P027R001A042,NTU,moderate_risk
S013C002P027R001A043,NTU,high_risk
S013C002P027R002A008,NTU,low_risk
S013C002P027R002A009,NTU,low_risk
S013C002P027R002A042,NTU,moderate_risk
S013C002P027R002A043,NTU,high_risk
S013C002P037R001A008,NTU,low_risk
S013C002P037R001A009,NTU,low_risk
S013C002P037R001A042,NTU,moderate_risk
S013C002P037R001A043,NTU,high_risk
S013C002P037R002A008,NTU,low_risk
S013C002P037R002A009,NTU,low_risk
S013C002P037R002A042,NTU,moderate_risk
S013C002P037R002A043,NTU,high_risk
S013C003P007R001A008,NTU,low_risk
S013C003P007R001A009,NTU,low_risk
S013C003P007R001A042,NTU,moderate_risk
S013C003P007R001A043,NTU,high_risk
S013C003P007R002A008,NTU,low_risk
S013C003P007R002A009,NTU,low_risk
S013C003P007R002A042,NTU,moderate_risk
S013C003P007R002A043,NTU,high_risk
S013C003P008R001A008,NTU,low_risk
S013C003P008R001A009,NTU,low_risk
S013C003P008R001A042,NTU,moderate_risk
S013C003P008R001A043,NTU,high_risk
S013C003P008R002A008,NTU,low_risk
S013C003P008R002A009,NTU,low_risk
S013C003P008R002A042,NTU,moderate_risk
S013C003P008R002A043,NTU,high_risk
S013C003P015R001A008,NTU,low_risk
S013C003P015R001A009,NTU,low_risk
S013C003P015R001A042,NTU,moderate_risk
S013C003P015R001A043,NTU,high_risk
S013C003P015R002A008,NTU,low_risk
S013C003P015R002A009,NTU,low_risk
S013C003P015R002A042,NTU,moderate_risk
S013C003P015R002A043,NTU,high_risk
S013C003P016R001A008,NTU,low_risk
S013C003P016R001A009,NTU,low_risk
S013C003P016R001A042,NTU,moderate_risk
S013C003P016R001A043,NTU,high_risk
S013C003P016R002A008,NTU,low_risk
S013C003P016R002A009,NTU,low_risk
S013C003P016R002A042,NTU,moderate_risk
S013C003P016R002A043,NTU,high_risk
S013C003P017R001A008,NTU,low_risk
S013C003P017R001A009,NTU,low_risk
S013C003P017R001A042,NTU,moderate_risk
S013C003P017R001A043,NTU,high_risk
S013C003P017R002A008,NTU,low_risk
S013C003P017R002A009,NTU,low_risk
S013C003P017R002A042,NTU,moderate_risk
S013C003P017R002A043,NTU,high_risk
S013C003P018R001A008,NTU,low_risk
S013C003P018R001A009,NTU,low_risk
S013C003P018R001A042,NTU,moderate_risk
S013C003P018R001A043,NTU,high_risk
S013C003P018R002A008,NTU,low_risk
S013C003P018R002A009,NTU,low_risk
S013C003P018R002A042,NTU,moderate_risk
S013C003P018R002A043,NTU,high_risk
S013C003P025R001A008,NTU,low_risk
S013C003P025R001A009,NTU,low_risk
S013C003P025R001A042,NTU,moderate_risk
S013C003P025R001A043,NTU,high_risk
S013C003P025R002A008,NTU,low_risk
S013C003P025R002A009,NTU,low_risk
S013C003P025R002A042,NTU,moderate_risk
S013C003P025R002A043,NTU,high_risk
S013C003P027R001A008,NTU,low_risk
S013C003P027R001A009,NTU,low_risk
S013C003P027R001A042,NTU,moderate_risk
S013C003P027R001A043,NTU,high_risk
S013C003P027R002A008,NTU,low_risk
S013C003P027R002A009,NTU,low_risk
S013C003P027R002A042,NTU,moderate_risk
S013C003P027R002A043,NTU,high_risk
S013C003P037R001A008,NTU,low_risk
S013C003P037R001A009,NTU,low_risk
S013C003P037R001A042,NTU,moderate_risk
S013C003P037R001A043,NTU,high_risk
S013C003P037R002A008,NTU,low_risk
S013C003P037R002A009,NTU,low_risk
S013C003P037R002A042,NTU,moderate_risk
S013C003P037R002A043,NTU,high_risk
S014C002P007R001A008,NTU,low_risk
S014C002P007R001A009,NTU,low_risk
S014C002P007R001A042,NTU,moderate_risk
S014C002P007R001A043,NTU,high_risk
S014C002P007R002A008,NTU,low_risk
S014C002P007R002A009,NTU,low_risk
S014C002P007R002A042,NTU,moderate_risk
S014C002P007R002A043,NTU,high_risk
S014C002P008R001A008,NTU,low_risk
S014C002P008R001A009,NTU,low_risk
S014C002P008R001A042,NTU,moderate_risk
S014C002P008R001A043,NTU,high_risk
S014C002P008R002A008,NTU,low_risk
S014C002P008R002A009,NTU,low_risk
S014C002P008R002A042,NTU,moderate_risk
S014C002P008R002A043,NTU,high_risk
S014C002P015R001A008,NTU,low_risk
S014C002P015R001A009,NTU,low_risk
S014C002P015R001A042,NTU,moderate_risk
S014C002P015R001A043,NTU,high_risk
S014C002P015R002A008,NTU,low_risk
S014C002P015R002A009,NTU,low_risk
S014C002P015R002A042,NTU,moderate_risk
S014C002P015R002A043,NTU,high_risk
S014C002P017R001A008,NTU,low_risk
S014C002P017R001A009,NTU,low_risk
S014C002P017R001A042,NTU,moderate_risk
S014C002P017R001A043,NTU,high_risk
S014C002P017R002A008,NTU,low_risk
S014C002P017R002A009,NTU,low_risk
S014C002P017R002A042,NTU,moderate_risk
S014C002P017R002A043,NTU,high_risk
S014C002P025R001A008,NTU,low_risk
S014C002P025R001A009,NTU,low_risk
S014C002P025R001A042,NTU,moderate_risk
S014C002P025R001A043,NTU,high_risk
S014C002P025R002A008,NTU,low_risk
S014C002P025R002A009,NTU,low_risk
S014C002P025R002A042,NTU,moderate_risk
S014C002P025R002A043,NTU,high_risk
S014C002P027R001A008,NTU,low_risk
S014C002P027R001A009,NTU,low_risk
S014C002P027R001A042,NTU,moderate_risk
S014C002P027R001A043,NTU,high_risk
S014C002P027R002A008,NTU,low_risk
S014C002P027R002A009,NTU,low_risk
S014C002P027R002A042,NTU,moderate_risk
S014C002P027R002A043,NTU,high_risk
S014C002P037R001A008,NTU,low_risk
S014C002P037R001A009,NTU,low_risk
S014C002P037R001A042,NTU,moderate_risk
S014C002P037R001A043,NTU,high_risk
S014C002P037R002A008,NTU,low_risk
S014C002P037R002A009,NTU,low_risk
S014C002P037R002A042,NTU,moderate_risk
S014C002P037R002A043,NTU,high_risk
S014C003P007R001A008,NTU,low_risk
S014C003P007R001A009,NTU,low_risk
S014C003P007R001A042,NTU,moderate_risk
S014C003P007R001A043,NTU,high_risk
S014C003P007R002A008,NTU,low_risk
S014C003P007R002A009,NTU,low_risk
S014C003P007R002A042,NTU,moderate_risk
S014C003P007R002A043,NTU,high_risk
S014C003P008R001A008,NTU,low_risk
S014C003P008R001A009,NTU,low_risk
S014C003P008R001A042,NTU,moderate_risk
S014C003P008R001A043,NTU,high_risk
S014C003P008R002A008,NTU,low_risk
S014C003P008R002A009,NTU,low_risk
S014C003P008R002A042,NTU,moderate_risk
S014C003P008R002A043,NTU,high_risk
S014C003P015R001A008,NTU,low_risk
S014C003P015R001A009,NTU,low_risk
S014C003P015R001A042,NTU,moderate_risk
S014C003P015R001A043,NTU,high_risk
S014C003P015R002A008,NTU,low_risk
S014C003P015R002A009,NTU,low_risk
S014C003P015R002A042,NTU,moderate_risk
S014C003P015R002A043,NTU,high_risk
S014C003P017R001A008,NTU,low_risk
S014C003P017R001A009,NTU,low_risk
S014C003P017R001A042,NTU,moderate_risk
S014C003P017R001A043,NTU,high_risk
S014C003P017R002A008,NTU,low_risk
S014C003P017R002A009,NTU,low_risk
S014C003P017R002A042,NTU,moderate_risk
S014C003P017R002A043,NTU,high_risk
S014C003P025R001A008,NTU,low_risk
S014C003P025R001A009,NTU,low_risk
S014C003P025R001A042,NTU,moderate_risk
S014C003P025R001A043,NTU,high_risk
S014C003P025R002A008,NTU,low_risk
S014C003P025R002A009,NTU,low_risk
S014C003P025R002A042,NTU,moderate_risk
S014C003P025R002A043,NTU,high_risk
S014C003P027R001A008,NTU,low_risk
S014C003P027R001A009,NTU,low_risk
S014C003P027R001A042,NTU,moderate_risk
S014C003P027R001A043,NTU,high_risk
S014C003P027R002A008,NTU,low_risk
S014C003P027R002A009,NTU,low_risk
S014C003P027R002A042,NTU,moderate_risk
S014C003P027R002A043,NTU,high_risk
S014C003P037R001A008,NTU,low_risk
S014C003P037R001A009,NTU,low_risk
S014C003P037R001A042,NTU,moderate_risk
S014C003P037R001A043,NTU,high_risk
S014C003P037R002A008,NTU,low_risk
S014C003P037R002A009,NTU,low_risk
S014C003P037R002A042,NTU,moderate_risk
S014C003P037R002A043,NTU,high_risk
S015C002P007R001A008,NTU,low_risk
S015C002P007R001A009,NTU,low_risk
S015C002P007R001A042,NTU,moderate_risk
S015C002P007R001A043,NTU,high_risk
S015C002P007R002A008,NTU,low_risk
S015C002P007R002A009,NTU,low_risk
S015C002P007R002A042,NTU,moderate_risk
S015C002P007R002A043,NTU,high_risk
S015C002P008R001A008,NTU,low_risk
S015C002P008R001A009,NTU,low_risk
S015C002P008R001A042,NTU,moderate_risk
S015C002P008R001A043,NTU,high_risk
S015C002P008R002A008,NTU,low_risk
S015C002P008R002A009,NTU,low_risk
S015C002P008R002A042,NTU,moderate_risk
S015C002P008R002A043,NTU,high_risk
S015C002P015R001A008,NTU,low_risk
S015C002P015R001A009,NTU,low_risk
S015C002P015R001A042,NTU,moderate_risk
S015C002P015R001A043,NTU,high_risk
S015C002P015R002A008,NTU,low_risk
S015C002P015R002A009,NTU,low_risk
S015C002P015R002A042,NTU,moderate_risk
S015C002P015R002A043,NTU,high_risk
S015C002P016R001A008,NTU,low_risk
S015C002P016R001A009,NTU,low_risk
S015C002P016R001A042,NTU,moderate_risk
S015C002P016R001A043,NTU,high_risk
S015C002P016R002A008,NTU,low_risk
S015C002P016R002A009,NTU,low_risk
S015C002P016R002A042,NTU,moderate_risk
S015C002P016R002A043,NTU,high_risk
S015C002P017R001A008,NTU,low_risk
S015C002P017R001A009,NTU,low_risk
S015C002P017R001A042,NTU,moderate_risk
S015C002P017R001A043,NTU,high_risk
S015C002P017R002A008,NTU,low_risk
S015C002P017R002A009,NTU,low_risk
S015C002P017R002A042,NTU,moderate_risk
S015C002P017R002A043,NTU,high_risk
S015C002P025R001A008,NTU,low_risk
S015C002P025R001A009,NTU,low_risk
S015C002P025R001A042,NTU,moderate_risk
S015C002P025R001A043,NTU,high_risk
S015C002P025R002A008,NTU,low_risk
S015C002P025R002A009,NTU,low_risk
S015C002P025R002A042,NTU,moderate_risk
S015C002P025R002A043,NTU,high_risk
S015C002P037R001A008,NTU,low_risk
S015C002P037R001A009,NTU,low_risk
S015C002P037R001A042,NTU,moderate_risk
S015C002P037R001A043,NTU,high_risk
S015C002P037R002A008,NTU,low_risk
S015C002P037R002A009,NTU,low_risk
S015C002P037R002A042,NTU,moderate_risk
S015C002P037R002A043,NTU,high_risk
S015C003P007R001A008,NTU,low_risk
S015C003P007R001A009,NTU,low_risk
S015C003P007R001A042,NTU,moderate_risk
S015C003P007R001A043,NTU,high_risk
S015C003P007R002A008,NTU,low_risk
S015C003P007R002A009,NTU,low_risk
S015C003P007R002A042,NTU,moderate_risk
S015C003P007R002A043,NTU,high_risk
S015C003P008R001A008,NTU,low_risk
S015C003P008R001A009,NTU,low_risk
S015C003P008R001A042,NTU,moderate_risk
S015C003P008R001A043,NTU,high_risk
S015C003P008R002A008,NTU,low_risk
S015C003P008R002A009,NTU,low_risk
S015C003P008R002A042,NTU,moderate_risk
S015C003P008R002A043,NTU,high_risk
S015C003P015R001A008,NTU,low_risk
S015C003P015R001A009,NTU,low_risk
S015C003P015R001A042,NTU,moderate_risk
S015C003P015R001A043,NTU,high_risk
S015C003P015R002A008,NTU,low_risk
S015C003P015R002A009,NTU,low_risk
S015C003P015R002A042,NTU,moderate_risk
S015C003P015R002A043,NTU,high_risk
S015C003P016R001A008,NTU,low_risk
S015C003P016R001A009,NTU,low_risk
S015C003P016R001A042,NTU,moderate_risk
S015C003P016R001A043,NTU,high_risk
S015C003P016R002A008,NTU,low_risk
S015C003P016R002A009,NTU,low_risk
S015C003P016R002A042,NTU,moderate_risk
S015C003P016R002A043,NTU,high_risk
S015C003P017R001A008,NTU,low_risk
S015C003P017R001A009,NTU,low_risk
S015C003P017R001A042,NTU,moderate_risk
S015C003P017R001A043,NTU,high_risk
S015C003P017R002A008,NTU,low_risk
S015C003P017R002A009,NTU,low_risk
S015C003P017R002A042,NTU,moderate_risk
S015C003P017R002A043,NTU,high_risk
S015C003P025R001A008,NTU,low_risk
S015C003P025R001A009,NTU,low_risk
S015C003P025R001A042,NTU,moderate_risk
S015C003P025R001A043,NTU,high_risk
S015C003P025R002A008,NTU,low_risk
S015C003P025R002A009,NTU,low_risk
S015C003P025R002A042,NTU,moderate_risk
S015C003P025R002A043,NTU,high_risk
S015C003P037R001A008,NTU,low_risk
S015C003P037R001A009,NTU,low_risk
S015C003P037R001A042,NTU,moderate_risk
S015C003P037R001A043,NTU,high_risk
S015C003P037R002A008,NTU,low_risk
S015C003P037R002A009,NTU,low_risk
S015C003P037R002A042,NTU,moderate_risk
S015C003P037R002A043,NTU,high_risk
S016C002P007R001A008,NTU,low_risk
S016C002P007R001A009,NTU,low_risk
S016C002P007R001A042,NTU,moderate_risk
S016C002P007R001A043,NTU,high_risk
S016C002P007R002A008,NTU,low_risk
S016C002P007R002A009,NTU,low_risk
S016C002P007R002A042,NTU,moderate_risk
S016C002P007R002A043,NTU,high_risk
S016C002P008R001A008,NTU,low_risk
S016C002P008R001A009,NTU,low_risk
S016C002P008R001A042,NTU,moderate_risk
S016C002P008R001A043,NTU,high_risk
S016C002P008R002A008,NTU,low_risk
S016C002P008R002A009,NTU,low_risk
S016C002P008R002A042,NTU,moderate_risk
S016C002P008R002A043,NTU,high_risk
S016C002P021R001A008,NTU,low_risk
S016C002P021R001A009,NTU,low_risk
S016C002P021R001A042,NTU,moderate_risk
S016C002P021R001A043,NTU,high_risk
S016C002P021R002A008,NTU,low_risk
S016C002P021R002A009,NTU,low_risk
S016C002P021R002A042,NTU,moderate_risk
S016C002P021R002A043,NTU,high_risk
S016C002P025R001A008,NTU,low_risk
S016C002P025R001A009,NTU,low_risk
S016C002P025R001A042,NTU,moderate_risk
S016C002P025R001A043,NTU,high_risk
S016C002P025R002A008,NTU,low_risk
S016C002P025R002A009,NTU,low_risk
S016C002P025R002A042,NTU,moderate_risk
S016C002P025R002A043,NTU,high_risk
S016C002P040R001A008,NTU,low_risk
S016C002P040R001A009,NTU,low_risk
S016C002P040R001A042,NTU,moderate_risk
S016C002P040R001A043,NTU,high_risk
S016C002P040R002A008,NTU,low_risk
S016C002P040R002A009,NTU,low_risk
S016C002P040R002A042,NTU,moderate_risk
S016C002P040R002A043,NTU,high_risk
S016C003P007R001A008,NTU,low_risk
S016C003P007R001A009,NTU,low_risk
S016C003P007R001A042,NTU,moderate_risk
S016C003P007R001A043,NTU,high_risk
S016C003P007R002A008,NTU,low_risk
S016C003P007R002A009,NTU,low_risk
S016C003P007R002A042,NTU,moderate_risk
S016C003P007R002A043,NTU,high_risk
S016C003P008R001A008,NTU,low_risk
S016C003P008R001A009,NTU,low_risk
S016C003P008R001A042,NTU,moderate_risk
S016C003P008R001A043,NTU,high_risk
S016C003P008R002A008,NTU,low_risk
S016C003P008R002A009,NTU,low_risk
S016C003P008R002A042,NTU,moderate_risk
S016C003P008R002A043,NTU,high_risk
S016C003P021R001A008,NTU,low_risk
S016C003P021R001A009,NTU,low_risk
S016C003P021R001A042,NTU,moderate_risk
S016C003P021R001A043,NTU,high_risk
S016C003P021R002A008,NTU,low_risk
S016C003P021R002A009,NTU,low_risk
S016C003P021R002A042,NTU,moderate_risk
S016C003P021R002A043,NTU,high_risk
S016C003P025R001A008,NTU,low_risk
S016C003P025R001A009,NTU,low_risk
S016C003P025R001A042,NTU,moderate_risk
S016C003P025R001A043,NTU,high_risk
S016C003P025R002A008,NTU,low_risk
S016C003P025R002A009,NTU,low_risk
S016C003P025R002A042,NTU,moderate_risk
S016C003P025R002A043,NTU,high_risk
S016C003P040R001A008,NTU,low_risk
S016C003P040R001A009,NTU,low_risk
S016C003P040R001A042,NTU,moderate_risk
S016C003P040R001A043,NTU,high_risk
S016C003P040R002A008,NTU,low_risk
S016C003P040R002A009,NTU,low_risk
S016C003P040R002A042,NTU,moderate_risk
S016C003P040R002A043,NTU,high_risk
S017C002P007R001A008,NTU,low_risk
S017C002P007R001A009,NTU,low_risk
S017C002P007R001A042,NTU,moderate_risk
S017C002P007R001A043,NTU,high_risk
S017C002P007R002A008,NTU,low_risk
S017C002P007R002A009,NTU,low_risk
S017C002P007R002A042,NTU,moderate_risk
S017C002P007R002A043,NTU,high_risk
S017C002P008R001A008,NTU,low_risk
S017C002P008R001A009,NTU,low_risk
S017C002P008R001A042,NTU,moderate_risk
S017C002P008R001A043,NTU,high_risk
S017C002P008R002A008,NTU,low_risk
S017C002P008R002A009,NTU,low_risk
S017C002P008R002A042,NTU,moderate_risk
S017C002P008R002A043,NTU,high_risk
S017C002P009R001A008,NTU,low_risk
S017C002P009R001A009,NTU,low_risk
S017C002P009R001A042,NTU,moderate_risk
S017C002P009R001A043,NTU,high_risk
S017C002P009R002A008,NTU,low_risk
S017C002P009R002A009,NTU,low_risk
S017C002P009R002A042,NTU,moderate_risk
S017C002P009R002A043,NTU,high_risk
S017C002P015R001A008,NTU,low_risk
S017C002P015R001A009,NTU,low_risk
S017C002P015R001A042,NTU,moderate_risk
S017C002P015R001A043,NTU,high_risk
S017C002P015R002A008,NTU,low_risk
S017C002P015R002A009,NTU,low_risk
S017C002P015R002A042,NTU,moderate_risk
S017C002P015R002A043,NTU,high_risk
S017C002P016R001A008,NTU,low_risk
S017C002P016R001A009,NTU,low_risk
S017C002P016R001A042,NTU,moderate_risk
S017C002P016R001A043,NTU,high_risk
S017C002P016R002A008,NTU,low_risk
S017C002P016R002A009,NTU,low_risk
S017C002P016R002A042,NTU,moderate_risk
S017C002P016R002A043,NTU,high_risk
S017C002P017R001A008,NTU,low_risk
S017C002P017R001A009,NTU,low_risk
S017C002P017R001A042,NTU,moderate_risk
S017C002P017R001A043,NTU,high_risk
S017C002P017R002A008,NTU,low_risk
S017C002P017R002A009,NTU,low_risk
S017C002P017R002A042,NTU,moderate_risk
S017C002P017R002A043,NTU,high_risk
S017C002P020R001A008,NTU,low_risk
S017C002P020R001A009,NTU,low_risk
S017C002P020R001A042,NTU,moderate_risk
S017C002P020R001A043,NTU,high_risk
S017C002P020R002A008,NTU,low_risk
S017C002P020R002A009,NTU,low_risk
S017C002P020R002A042,NTU,moderate_risk
S017C002P020R002A043,NTU,high_risk
S017C003P007R001A008,NTU,low_risk
S017C003P007R001A009,NTU,low_risk
S017C003P007R001A042,NTU,moderate_risk
S017C003P007R001A043,NTU,high_risk
S017C003P007R002A008,NTU,low_risk
S017C003P007R002A009,NTU,low_risk
S017C003P007R002A042,NTU,moderate_risk
S017C003P007R002A043,NTU,high_risk
S017C003P008R001A008,NTU,low_risk
S017C003P008R001A009,NTU,low_risk
S017C003P008R001A042,NTU,moderate_risk
S017C003P008R001A043,NTU,high_risk
S017C003P008R002A008,NTU,low_risk
S017C003P008R002A009,NTU,low_risk
S017C003P008R002A042,NTU,moderate_risk
S017C003P008R002A043,NTU,high_risk
S017C003P009R001A008,NTU,low_risk
S017C003P009R001A009,NTU,low_risk
S017C003P009R001A042,NTU,moderate_risk
S017C003P009R001A043,NTU,high_risk
S017C003P009R002A008,NTU,low_risk
S017C003P009R002A009,NTU,low_risk
S017C003P009R002A042,NTU,moderate_risk
S017C003P009R002A043,NTU,high_risk
S017C003P015R001A008,NTU,low_risk
S017C003P015R001A009,NTU,low_risk
S017C003P015R001A042,NTU,moderate_risk
S017C003P015R001A043,NTU,high_risk
S017C003P015R002A008,NTU,low_risk
S017C003P015R002A009,NTU,low_risk
S017C003P015R002A042,NTU,moderate_risk
S017C003P015R002A043,NTU,high_risk
S017C003P016R001A008,NTU,low_risk
S017C003P016R001A009,NTU,low_risk
S017C003P016R001A042,NTU,moderate_risk
S017C003P016R001A043,NTU,high_risk
S017C003P016R002A008,NTU,low_risk
S017C003P016R002A009,NTU,low_risk
S017C003P016R002A042,NTU,moderate_risk
S017C003P016R002A043,NTU,high_risk
S017C003P017R001A008,NTU,low_risk
S017C003P017R001A009,NTU,low_risk
S017C003P017R001A042,NTU,moderate_risk
S017C003P017R001A043,NTU,high_risk
S017C003P017R002A008,NTU,low_risk
S017C003P017R002A009,NTU,low_risk
S017C003P017R002A042,NTU,moderate_risk
S017C003P017R002A043,NTU,high_risk
S017C003P020R001A008,NTU,low_risk
S017C003P020R001A009,NTU,low_risk
S017C003P020R001A042,NTU,moderate_risk
S017C003P020R001A043,NTU,high_risk
S017C003P020R002A008,NTU,low_risk
S017C003P020R002A009,NTU,low_risk
S017C003P020R002A042,NTU,moderate_risk
S017C003P020R002A043,NTU,high_risk
S018C002P008R001A080,NTU,moderate_risk
S018C002P008R002A080,NTU,moderate_risk
S018C002P041R001A080,NTU,moderate_risk
S018C002P041R002A080,NTU,moderate_risk
S018C002P042R001A080,NTU,moderate_risk
S018C002P042R002A080,NTU,moderate_risk
S018C002P043R001A080,NTU,moderate_risk
S018C002P043R002A080,NTU,moderate_risk
S018C002P044R001A080,NTU,moderate_risk
S018C002P044R002A080,NTU,moderate_risk
S018C002P045R001A080,NTU,moderate_risk
S018C002P045R002A080,NTU,moderate_risk
S018C003P008R001A080,NTU,moderate_risk
S018C003P008R002A080,NTU,moderate_risk
S018C003P041R001A080,NTU,moderate_risk
S018C003P041R002A080,NTU,moderate_risk
S018C003P042R001A080,NTU,moderate_risk
S018C003P042R002A080,NTU,moderate_risk
S018C003P043R001A080,NTU,moderate_risk
S018C003P043R002A080,NTU,moderate_risk
S018C003P044R001A080,NTU,moderate_risk
S018C003P044R002A080,NTU,moderate_risk
S018C003P045R001A080,NTU,moderate_risk
S018C003P045R002A080,NTU,moderate_risk
S019C002P008R001A080,NTU,moderate_risk
S019C002P008R002A080,NTU,moderate_risk
S019C002P041R001A080,NTU,moderate_risk
